,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia
,NOMBRE_ESTADO,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,TOTAL_VOTOS,NOMBRE_ESTADO,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,TOTAL_VOTOS
CLAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203921746,OAXACA,SANTA LUCIA DEL CAMINO,72.0,75.0,21.0,24.0,45.0,25.0,19.0,500.0,17.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,843.0,OAXACA,SANTA LUCIA DEL CAMINO,62.0,61.0,4.0,5.0,36.0,3.0,2.0,573.0,13.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,18.0,2.0,0.0,3.0,841
203921747,OAXACA,SANTA LUCIA DEL CAMINO,57.0,32.0,7.0,3.0,6.0,3.0,5.0,89.0,6.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,219.0,OAXACA,SANTA LUCIA DEL CAMINO,56.0,25.0,3.0,2.0,5.0,1.0,1.0,84.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,219
203921748,OAXACA,SANTA LUCIA DEL CAMINO,55.0,116.0,20.0,19.0,56.0,9.0,12.0,385.0,13.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,8.0,4.0,0.0,1.0,736.0,OAXACA,SANTA LUCIA DEL CAMINO,61.0,85.0,9.0,7.0,33.0,4.0,0.0,442.0,11.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,16.0,2.0,0.0,5.0,755
203921749,OAXACA,SANTA LUCIA DEL CAMINO,44.0,58.0,17.0,5.0,31.0,15.0,9.0,245.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,449.0,OAXACA,SANTA LUCIA DEL CAMINO,51.0,42.0,4.0,0.0,21.0,6.0,2.0,276.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,3.0,1.0,4.0,449
203921750,OAXACA,SANTA LUCIA DEL CAMINO,102.0,124.0,38.0,17.0,51.0,23.0,15.0,410.0,13.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,10.0,5.0,0.0,0.0,842.0,OAXACA,SANTA LUCIA DEL CAMINO,159.0,140.0,16.0,3.0,79.0,11.0,6.0,997.0,8.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,43.0,7.0,0.0,3.0,1565
203921751,OAXACA,SANTA LUCIA DEL CAMINO,168.0,244.0,71.0,57.0,133.0,39.0,30.0,939.0,43.0,2.0,1.0,0.0,0.0,4.0,10.0,1.0,0.0,18.0,16.0,1.0,5.0,1852.0,OAXACA,SANTA LUCIA DEL CAMINO,151.0,227.0,25.0,9.0,174.0,11.0,10.0,1043.0,46.0,4.0,4.0,2.0,0.0,5.0,3.0,0.0,0.0,55.0,12.0,1.0,10.0,1919
203921752,OAXACA,SANTA LUCIA DEL CAMINO,63.0,170.0,35.0,23.0,70.0,14.0,12.0,508.0,23.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,7.0,7.0,0.0,4.0,994.0,OAXACA,SANTA LUCIA DEL CAMINO,67.0,135.0,14.0,6.0,56.0,8.0,1.0,530.0,22.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,19.0,65.0,0.0,7.0,1015
203921753,OAXACA,SANTA LUCIA DEL CAMINO,72.0,135.0,26.0,23.0,69.0,17.0,9.0,445.0,19.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,5.0,0.0,0.0,865.0,OAXACA,SANTA LUCIA DEL CAMINO,67.0,116.0,6.0,5.0,48.0,5.0,2.0,504.0,12.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,16.0,5.0,1.0,4.0,865
203921754,OAXACA,SANTA LUCIA DEL CAMINO,66.0,157.0,26.0,20.0,68.0,20.0,10.0,526.0,27.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,16.0,4.0,1.0,0.0,1006.0,OAXACA,SANTA LUCIA DEL CAMINO,93.0,120.0,5.0,8.0,53.0,7.0,1.0,584.0,12.0,4.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,22.0,8.0,0.0,2.0,978
203921755,OAXACA,SANTA LUCIA DEL CAMINO,111.0,217.0,22.0,25.0,55.0,34.0,29.0,535.0,28.0,3.0,0.0,2.0,1.0,2.0,7.0,0.0,0.0,9.0,6.0,0.0,5.0,1134.0,OAXACA,SANTA LUCIA DEL CAMINO,141.0,170.0,1.0,2.0,53.0,7.0,1.0,614.0,14.0,3.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,23.0,9.0,0.0,4.0,1133
203921756,OAXACA,SANTA LUCIA DEL CAMINO,81.0,84.0,31.0,20.0,53.0,23.0,20.0,414.0,15.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,9.0,3.0,0.0,1.0,798.0,OAXACA,SANTA LUCIA DEL CAMINO,90.0,58.0,8.0,7.0,45.0,3.0,1.0,486.0,14.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,14.0,3.0,0.0,3.0,800
203921757,OAXACA,SANTA LUCIA DEL CAMINO,79.0,158.0,47.0,45.0,71.0,39.0,19.0,542.0,37.0,5.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0,13.0,6.0,2.0,0.0,1118.0,OAXACA,SANTA LUCIA DEL CAMINO,97.0,137.0,48.0,6.0,80.0,7.0,6.0,594.0,22.0,4.0,2.0,0.0,1.0,5.0,5.0,1.0,0.0,33.0,7.0,0.0,2.0,1148
203921758,OAXACA,SANTA LUCIA DEL CAMINO,94.0,155.0,31.0,34.0,70.0,25.0,18.0,589.0,22.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,8.0,8.0,0.0,2.0,1109.0,OAXACA,SANTA LUCIA DEL CAMINO,94.0,127.0,9.0,7.0,69.0,7.0,4.0,652.0,14.0,2.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,20.0,10.0,1.0,4.0,1097
203921759,OAXACA,SANTA LUCIA DEL CAMINO,90.0,154.0,48.0,28.0,75.0,22.0,24.0,611.0,33.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,10.0,16.0,0.0,1.0,1173.0,OAXACA,SANTA LUCIA DEL CAMINO,85.0,126.0,20.0,12.0,62.0,5.0,2.0,700.0,27.0,7.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,29.0,8.0,2.0,4.0,1183
203921760,OAXACA,SANTA LUCIA DEL CAMINO,83.0,187.0,63.0,46.0,140.0,58.0,38.0,974.0,24.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,14.0,14.0,0.0,4.0,1730.0,OAXACA,SANTA LUCIA DEL CAMINO,98.0,161.0,21.0,16.0,106.0,5.0,9.0,1097.0,23.0,5.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,37.0,15.0,0.0,3.0,1707
203921761,OAXACA,SANTA LUCIA DEL CAMINO,141.0,249.0,57.0,62.0,128.0,42.0,29.0,1034.0,37.0,2.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,22.0,11.0,0.0,5.0,1909.0,OAXACA,SANTA LUCIA DEL CAMINO,149.0,193.0,29.0,14.0,102.0,5.0,10.0,1164.0,37.0,3.0,0.0,1.0,0.0,6.0,3.0,0.0,1.0,39.0,10.0,0.0,6.0,1908
203921762,OAXACA,SANTA LUCIA DEL CAMINO,216.0,442.0,102.0,94.0,255.0,85.0,67.0,1996.0,84.0,7.0,3.0,0.0,2.0,6.0,11.0,0.0,1.0,60.0,22.0,3.0,6.0,3604.0,OAXACA,SANTA LUCIA DEL CAMINO,260.0,330.0,35.0,31.0,188.0,15.0,13.0,2325.0,57.0,8.0,4.0,1.0,1.0,6.0,11.0,1.0,1.0,96.0,23.0,1.0,14.0,3645
203921763,OAXACA,SANTA LUCIA DEL CAMINO,30.0,97.0,32.0,21.0,45.0,31.0,17.0,498.0,12.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,22.0,4.0,0.0,1.0,836.0,OAXACA,SANTA LUCIA DEL CAMINO,31.0,94.0,8.0,10.0,35.0,4.0,12.0,543.0,15.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,28.0,9.0,1.0,2.0,839
203921764,OAXACA,SANTA LUCIA DEL CAMINO,39.0,63.0,24.0,19.0,60.0,14.0,13.0,420.0,17.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,13.0,6.0,0.0,3.0,737.0,OAXACA,SANTA LUCIA DEL CAMINO,42.0,51.0,9.0,7.0,40.0,4.0,6.0,468.0,7.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,23.0,5.0,1.0,4.0,736
203921765,OAXACA,SANTA LUCIA DEL CAMINO,66.0,128.0,31.0,27.0,72.0,16.0,21.0,592.0,24.0,3.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,11.0,7.0,0.0,0.0,1028.0,OAXACA,SANTA LUCIA DEL CAMINO,75.0,100.0,7.0,2.0,63.0,2.0,3.0,656.0,21.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,9.0,1.0,3.0,1030
203921766,OAXACA,SANTA LUCIA DEL CAMINO,48.0,93.0,26.0,21.0,54.0,21.0,14.0,448.0,20.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,7.0,0.0,0.0,793.0,OAXACA,SANTA LUCIA DEL CAMINO,47.0,65.0,7.0,6.0,41.0,0.0,2.0,515.0,19.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,15.0,9.0,2.0,3.0,791
203921767,OAXACA,SANTA LUCIA DEL CAMINO,186.0,264.0,47.0,69.0,105.0,43.0,30.0,904.0,42.0,4.0,3.0,0.0,0.0,4.0,7.0,0.0,1.0,38.0,7.0,1.0,4.0,1823.0,OAXACA,SANTA LUCIA DEL CAMINO,205.0,197.0,8.0,13.0,90.0,9.0,9.0,1070.0,20.0,9.0,3.0,0.0,0.0,4.0,5.0,0.0,0.0,56.0,9.0,2.0,2.0,1822
203921768,OAXACA,SANTA LUCIA DEL CAMINO,65.0,85.0,21.0,20.0,53.0,19.0,16.0,325.0,27.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,9.0,6.0,0.0,4.0,679.0,OAXACA,SANTA LUCIA DEL CAMINO,77.0,71.0,6.0,1.0,48.0,4.0,3.0,368.0,13.0,2.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,22.0,5.0,0.0,4.0,682
203931769,OAXACA,SANTA LUCIA MIAHUATLAN,21.0,63.0,5.0,4.0,26.0,2.0,12.0,225.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,3.0,426.0,OAXACA,SANTA LUCIA MIAHUATLAN,28.0,65.0,4.0,3.0,21.0,0.0,13.0,229.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,426
203931770,OAXACA,SANTA LUCIA MIAHUATLAN,49.0,116.0,10.0,12.0,57.0,18.0,14.0,280.0,18.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,3.0,1.0,5.0,651.0,OAXACA,SANTA LUCIA MIAHUATLAN,52.0,107.0,11.0,7.0,44.0,15.0,21.0,297.0,19.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,7.0,3.0,0.0,7.0,645
203941771,OAXACA,SANTA LUCIA MONTEVERDE,11.0,32.0,39.0,6.0,28.0,14.0,3.0,188.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,1.0,2.0,386.0,OAXACA,SANTA LUCIA MONTEVERDE,9.0,32.0,11.0,2.0,31.0,8.0,3.0,238.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,11.0,1.0,4.0,397
203941772,OAXACA,SANTA LUCIA MONTEVERDE,6.0,18.0,70.0,6.0,21.0,5.0,4.0,90.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,257.0,OAXACA,SANTA LUCIA MONTEVERDE,10.0,16.0,27.0,5.0,24.0,2.0,2.0,131.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,257
203941773,OAXACA,SANTA LUCIA MONTEVERDE,10.0,40.0,162.0,49.0,17.0,7.0,10.0,156.0,5.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,0.0,1.0,10.0,1.0,2.0,572.0,OAXACA,SANTA LUCIA MONTEVERDE,16.0,48.0,103.0,29.0,36.0,3.0,13.0,226.0,14.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,8.0,6.0,0.0,1.0,569
203941774,OAXACA,SANTA LUCIA MONTEVERDE,9.0,13.0,109.0,28.0,37.0,8.0,7.0,352.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,2.0,637.0,OAXACA,SANTA LUCIA MONTEVERDE,5.0,12.0,63.0,21.0,41.0,7.0,4.0,419.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,0.0,3.0,639
203941775,OAXACA,SANTA LUCIA MONTEVERDE,8.0,19.0,69.0,7.0,71.0,9.0,11.0,225.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,10.0,0.0,2.0,507.0,OAXACA,SANTA LUCIA MONTEVERDE,8.0,23.0,51.0,6.0,79.0,5.0,8.0,235.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,14.0,14.0,1.0,4.0,507
203951776,OAXACA,SANTA LUCIA OCOTLAN,95.0,205.0,148.0,28.0,75.0,24.0,14.0,452.0,17.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,18.0,20.0,0.0,2.0,1169.0,OAXACA,SANTA LUCIA OCOTLAN,78.0,211.0,110.0,12.0,80.0,17.0,3.0,493.0,23.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,24.0,20.0,2.0,4.0,1171
203961777,OAXACA,SANTA MAGDALENA JICOTLAN,2.0,18.0,6.0,1.0,6.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,OAXACA,SANTA MAGDALENA JICOTLAN,2.0,16.0,5.0,0.0,7.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59
203971778,OAXACA,SANTA MARIA ALOTEPEC,36.0,121.0,8.0,6.0,39.0,11.0,3.0,301.0,8.0,2.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,12.0,10.0,0.0,2.0,622.0,OAXACA,SANTA MARIA ALOTEPEC,41.0,123.0,10.0,5.0,44.0,5.0,2.0,295.0,6.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,17.0,11.0,3.0,4.0,622
203971779,OAXACA,SANTA MARIA ALOTEPEC,10.0,43.0,8.0,2.0,85.0,2.0,4.0,227.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,9.0,0.0,3.0,439.0,OAXACA,SANTA MARIA ALOTEPEC,6.0,38.0,6.0,0.0,89.0,0.0,2.0,247.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,438
203981780,OAXACA,SANTA MARIA APAZCO,4.0,49.0,29.0,8.0,102.0,8.0,8.0,75.0,5.0,3.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,373.0,OAXACA,SANTA MARIA APAZCO,2.0,46.0,19.0,13.0,106.0,9.0,10.0,86.0,6.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,373
203981781,OAXACA,SANTA MARIA APAZCO,7.0,16.0,34.0,4.0,95.0,6.0,4.0,46.0,8.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,255.0,OAXACA,SANTA MARIA APAZCO,8.0,14.0,28.0,3.0,107.0,4.0,3.0,43.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,6.0,1.0,2.0,254
203991782,OAXACA,SANTA MARIA LA ASUNCION,216.0,259.0,8.0,4.0,9.0,10.0,8.0,141.0,9.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,739.0,OAXACA,SANTA MARIA LA ASUNCION,252.0,249.0,10.0,3.0,11.0,7.0,5.0,153.0,7.0,0.0,4.0,0.0,0.0,1.0,4.0,1.0,0.0,9.0,3.0,1.0,1.0,780
203991783,OAXACA,SANTA MARIA LA ASUNCION,177.0,143.0,8.0,3.0,14.0,5.0,13.0,179.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,602.0,OAXACA,SANTA MARIA LA ASUNCION,138.0,150.0,7.0,4.0,14.0,3.0,6.0,183.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,565
204001784,OAXACA,SANTA MARIA ATZOMPA,325.0,578.0,122.0,132.0,451.0,75.0,88.0,3294.0,135.0,6.0,5.0,2.0,1.0,10.0,10.0,0.0,0.0,92.0,42.0,2.0,9.0,5521.0,OAXACA,SANTA MARIA ATZOMPA,317.0,498.0,59.0,24.0,313.0,23.0,13.0,3595.0,89.0,9.0,6.0,4.0,3.0,16.0,4.0,1.0,0.0,160.0,54.0,4.0,27.0,5522
204001785,OAXACA,SANTA MARIA ATZOMPA,362.0,673.0,127.0,163.0,639.0,117.0,85.0,3971.0,145.0,9.0,5.0,2.0,2.0,9.0,16.0,2.0,1.0,127.0,66.0,8.0,11.0,6733.0,OAXACA,SANTA MARIA ATZOMPA,349.0,558.0,68.0,42.0,413.0,23.0,27.0,4354.0,102.0,9.0,7.0,3.0,1.0,8.0,19.0,2.0,0.0,239.0,73.0,14.0,25.0,6726
204001786,OAXACA,SANTA MARIA ATZOMPA,112.0,280.0,50.0,57.0,165.0,34.0,31.0,1013.0,37.0,2.0,1.0,0.0,0.0,6.0,8.0,2.0,0.0,26.0,25.0,4.0,4.0,1924.0,OAXACA,SANTA MARIA ATZOMPA,123.0,250.0,30.0,19.0,199.0,15.0,7.0,1051.0,37.0,2.0,2.0,1.0,0.0,7.0,7.0,1.0,0.0,39.0,35.0,1.0,14.0,1939
204011787,OAXACA,SANTA MARIA CAMOTLAN,8.0,149.0,11.0,3.0,19.0,2.0,3.0,203.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,419.0,OAXACA,SANTA MARIA CAMOTLAN,11.0,140.0,11.0,3.0,15.0,0.0,0.0,213.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,419
204011788,OAXACA,SANTA MARIA CAMOTLAN,15.0,129.0,25.0,3.0,8.0,1.0,5.0,200.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,OAXACA,SANTA MARIA CAMOTLAN,17.0,114.0,20.0,2.0,8.0,2.0,3.0,211.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,3.0,0.0,1.0,403
204021789,OAXACA,SANTA MARIA CHACHOAPAM,19.0,27.0,34.0,7.0,82.0,8.0,2.0,138.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,7.0,0.0,3.0,365.0,OAXACA,SANTA MARIA CHACHOAPAM,18.0,26.0,13.0,2.0,84.0,6.0,3.0,151.0,7.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,10.0,2.0,2.0,365
204031790,OAXACA,VILLA DE CHILAPA DE DIAZ,26.0,25.0,13.0,20.0,45.0,11.0,2.0,150.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,2.0,1.0,0.0,315.0,OAXACA,VILLA DE CHILAPA DE DIAZ,28.0,19.0,6.0,8.0,58.0,8.0,2.0,145.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,6.0,2.0,1.0,315
204031791,OAXACA,VILLA DE CHILAPA DE DIAZ,23.0,69.0,27.0,20.0,64.0,7.0,6.0,161.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,3.0,1.0,5.0,421.0,OAXACA,VILLA DE CHILAPA DE DIAZ,33.0,54.0,18.0,7.0,69.0,4.0,2.0,160.0,11.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,15.0,7.0,1.0,5.0,422
204031792,OAXACA,VILLA DE CHILAPA DE DIAZ,7.0,17.0,10.0,5.0,11.0,2.0,2.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,OAXACA,VILLA DE CHILAPA DE DIAZ,4.0,16.0,3.0,3.0,16.0,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
204041793,OAXACA,SANTA MARIA CHILCHOTLA,107.0,366.0,39.0,48.0,36.0,31.0,46.0,522.0,11.0,0.0,2.0,0.0,0.0,18.0,16.0,2.0,0.0,7.0,3.0,0.0,3.0,1342.0,OAXACA,SANTA MARIA CHILCHOTLA,96.0,384.0,31.0,27.0,46.0,13.0,9.0,594.0,13.0,1.0,3.0,0.0,0.0,14.0,11.0,5.0,0.0,17.0,1.0,0.0,5.0,1339
204041794,OAXACA,SANTA MARIA CHILCHOTLA,87.0,311.0,37.0,56.0,52.0,56.0,10.0,307.0,9.0,4.0,2.0,1.0,3.0,13.0,22.0,1.0,0.0,11.0,2.0,0.0,1.0,1036.0,OAXACA,SANTA MARIA CHILCHOTLA,77.0,284.0,28.0,45.0,60.0,56.0,10.0,336.0,12.0,4.0,2.0,5.0,1.0,18.0,17.0,0.0,0.0,11.0,2.0,0.0,3.0,1034
204041795,OAXACA,SANTA MARIA CHILCHOTLA,149.0,210.0,53.0,44.0,36.0,51.0,19.0,362.0,6.0,20.0,3.0,1.0,1.0,9.0,12.0,4.0,1.0,3.0,4.0,1.0,0.0,1072.0,OAXACA,SANTA MARIA CHILCHOTLA,136.0,205.0,42.0,37.0,37.0,15.0,8.0,436.0,7.0,20.0,7.0,2.0,1.0,17.0,5.0,1.0,0.0,9.0,3.0,0.0,0.0,1074
204041796,OAXACA,SANTA MARIA CHILCHOTLA,42.0,204.0,73.0,33.0,30.0,34.0,19.0,312.0,3.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,0.0,6.0,0.0,0.0,1.0,826.0,OAXACA,SANTA MARIA CHILCHOTLA,42.0,186.0,63.0,25.0,31.0,22.0,10.0,349.0,7.0,2.0,2.0,0.0,2.0,3.0,7.0,1.0,0.0,8.0,2.0,2.0,5.0,825
204041797,OAXACA,SANTA MARIA CHILCHOTLA,21.0,125.0,37.0,26.0,18.0,16.0,12.0,172.0,5.0,2.0,1.0,0.0,0.0,0.0,12.0,0.0,2.0,4.0,0.0,0.0,3.0,499.0,OAXACA,SANTA MARIA CHILCHOTLA,18.0,127.0,14.0,19.0,21.0,8.0,3.0,208.0,8.0,2.0,0.0,1.0,0.0,4.0,13.0,0.0,1.0,5.0,1.0,1.0,1.0,499
204041798,OAXACA,SANTA MARIA CHILCHOTLA,37.0,315.0,15.0,47.0,17.0,65.0,15.0,205.0,6.0,3.0,1.0,15.0,1.0,7.0,14.0,0.0,0.0,1.0,1.0,2.0,1.0,806.0,OAXACA,SANTA MARIA CHILCHOTLA,42.0,303.0,13.0,33.0,20.0,48.0,12.0,237.0,6.0,11.0,1.0,8.0,1.0,9.0,9.0,1.0,0.0,2.0,1.0,1.0,1.0,806
204041799,OAXACA,SANTA MARIA CHILCHOTLA,33.0,83.0,7.0,7.0,5.0,47.0,5.0,101.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,313.0,OAXACA,SANTA MARIA CHILCHOTLA,36.0,83.0,3.0,5.0,4.0,46.0,4.0,101.0,5.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,314
204041800,OAXACA,SANTA MARIA CHILCHOTLA,57.0,110.0,14.0,20.0,17.0,43.0,10.0,199.0,6.0,4.0,0.0,2.0,1.0,6.0,6.0,1.0,1.0,13.0,0.0,0.0,4.0,538.0,OAXACA,SANTA MARIA CHILCHOTLA,44.0,110.0,9.0,17.0,24.0,20.0,6.0,225.0,6.0,3.0,2.0,3.0,1.0,6.0,8.0,0.0,1.0,16.0,2.0,3.0,2.0,538
204041801,OAXACA,SANTA MARIA CHILCHOTLA,7.0,9.0,0.0,1.0,3.0,3.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,56.0,OAXACA,SANTA MARIA CHILCHOTLA,5.0,11.0,0.0,1.0,2.0,1.0,1.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,56
204041802,OAXACA,SANTA MARIA CHILCHOTLA,35.0,211.0,28.0,23.0,11.0,12.0,17.0,195.0,3.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,595.0,OAXACA,SANTA MARIA CHILCHOTLA,33.0,190.0,21.0,20.0,14.0,6.0,7.0,223.0,3.0,1.0,0.0,0.0,1.0,8.0,9.0,1.0,1.0,6.0,1.0,0.0,3.0,593
204041803,OAXACA,SANTA MARIA CHILCHOTLA,37.0,113.0,13.0,25.0,9.0,12.0,6.0,152.0,6.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,418.0,OAXACA,SANTA MARIA CHILCHOTLA,33.0,114.0,8.0,20.0,13.0,9.0,6.0,161.0,9.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,411
