,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia
,NOMBRE_ESTADO,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,TOTAL_VOTOS,NOMBRE_ESTADO,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,TOTAL_VOTOS
CLAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204041804,OAXACA,SANTA MARIA CHILCHOTLA,7.0,42.0,15.0,10.0,8.0,4.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,150.0,OAXACA,SANTA MARIA CHILCHOTLA,6.0,42.0,12.0,7.0,5.0,2.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,151
204041805,OAXACA,SANTA MARIA CHILCHOTLA,59.0,221.0,48.0,28.0,14.0,19.0,30.0,248.0,5.0,1.0,0.0,0.0,1.0,13.0,18.0,1.0,0.0,4.0,0.0,0.0,1.0,775.0,OAXACA,SANTA MARIA CHILCHOTLA,59.0,219.0,34.0,14.0,17.0,12.0,17.0,299.0,3.0,1.0,2.0,0.0,0.0,14.0,22.0,2.0,1.0,6.0,1.0,0.0,3.0,785
204041806,OAXACA,SANTA MARIA CHILCHOTLA,13.0,53.0,19.0,7.0,3.0,8.0,7.0,44.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,180.0,OAXACA,SANTA MARIA CHILCHOTLA,9.0,52.0,14.0,4.0,7.0,4.0,11.0,53.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,180
204041807,OAXACA,SANTA MARIA CHILCHOTLA,14.0,74.0,16.0,18.0,5.0,4.0,2.0,36.0,1.0,0.0,0.0,1.0,1.0,6.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,204.0,OAXACA,SANTA MARIA CHILCHOTLA,12.0,62.0,11.0,16.0,5.0,5.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,204
204041808,OAXACA,SANTA MARIA CHILCHOTLA,17.0,109.0,15.0,14.0,6.0,9.0,5.0,111.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,319.0,OAXACA,SANTA MARIA CHILCHOTLA,12.0,106.0,9.0,10.0,11.0,6.0,5.0,121.0,5.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,320
204041809,OAXACA,SANTA MARIA CHILCHOTLA,57.0,222.0,27.0,28.0,13.0,5.0,14.0,121.0,5.0,0.0,1.0,1.0,0.0,15.0,17.0,1.0,0.0,4.0,1.0,1.0,5.0,581.0,OAXACA,SANTA MARIA CHILCHOTLA,62.0,222.0,29.0,20.0,10.0,2.0,9.0,135.0,6.0,0.0,0.0,0.0,0.0,13.0,14.0,1.0,0.0,0.0,9.0,0.0,0.0,580
204051810,OAXACA,SANTA MARIA CHIMALAPA,58.0,159.0,65.0,19.0,121.0,38.0,20.0,470.0,47.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,9.0,0.0,5.0,1115.0,OAXACA,SANTA MARIA CHIMALAPA,63.0,98.0,51.0,5.0,131.0,28.0,16.0,535.0,44.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,38.0,11.0,2.0,7.0,1089
204051811,OAXACA,SANTA MARIA CHIMALAPA,51.0,30.0,17.0,11.0,50.0,9.0,7.0,315.0,13.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,3.0,0.0,1.0,546.0,OAXACA,SANTA MARIA CHIMALAPA,52.0,21.0,16.0,4.0,42.0,7.0,9.0,316.0,20.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,8.0,0.0,4.0,546
204051812,OAXACA,SANTA MARIA CHIMALAPA,40.0,298.0,11.0,4.0,31.0,3.0,13.0,216.0,7.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,654.0,OAXACA,SANTA MARIA CHIMALAPA,52.0,301.0,10.0,6.0,37.0,4.0,9.0,232.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,5.0,0.0,4.0,709
204051813,OAXACA,SANTA MARIA CHIMALAPA,5.0,3.0,55.0,0.0,5.0,11.0,0.0,30.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,129.0,OAXACA,SANTA MARIA CHIMALAPA,1.0,4.0,2.0,0.0,4.0,1.0,1.0,86.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,3.0,129
204051814,OAXACA,SANTA MARIA CHIMALAPA,7.0,9.0,1.0,5.0,4.0,2.0,3.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,93.0,OAXACA,SANTA MARIA CHIMALAPA,9.0,7.0,0.0,3.0,5.0,1.0,2.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,93
204051815,OAXACA,SANTA MARIA CHIMALAPA,25.0,116.0,24.0,16.0,21.0,5.0,9.0,185.0,9.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,4.0,3.0,0.0,3.0,469.0,OAXACA,SANTA MARIA CHIMALAPA,28.0,72.0,23.0,7.0,36.0,7.0,9.0,203.0,22.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,3.0,2.0,4.0,479
204061816,OAXACA,SANTA MARIA COLOTEPEC,45.0,115.0,22.0,8.0,49.0,9.0,12.0,748.0,25.0,1.0,1.0,0.0,1.0,2.0,8.0,0.0,0.0,16.0,9.0,1.0,5.0,1094.0,OAXACA,SANTA MARIA COLOTEPEC,40.0,84.0,16.0,3.0,47.0,6.0,9.0,778.0,25.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,27.0,11.0,0.0,5.0,1087
204061817,OAXACA,SANTA MARIA COLOTEPEC,144.0,136.0,40.0,23.0,84.0,33.0,23.0,1357.0,57.0,4.0,3.0,0.0,0.0,6.0,3.0,1.0,0.0,37.0,7.0,1.0,5.0,2017.0,OAXACA,SANTA MARIA COLOTEPEC,111.0,108.0,29.0,8.0,83.0,11.0,7.0,1466.0,53.0,1.0,3.0,0.0,0.0,7.0,3.0,0.0,1.0,50.0,5.0,2.0,10.0,2030
204061818,OAXACA,SANTA MARIA COLOTEPEC,49.0,64.0,4.0,9.0,55.0,9.0,5.0,770.0,69.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,23.0,5.0,0.0,3.0,1090.0,OAXACA,SANTA MARIA COLOTEPEC,37.0,53.0,0.0,0.0,50.0,4.0,1.0,814.0,73.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,11.0,2.0,8.0,1121
204061819,OAXACA,SANTA MARIA COLOTEPEC,28.0,29.0,11.0,3.0,16.0,8.0,2.0,391.0,12.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,3.0,524.0,OAXACA,SANTA MARIA COLOTEPEC,25.0,25.0,7.0,0.0,19.0,3.0,1.0,389.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,14.0,1.0,1.0,3.0,517
204061820,OAXACA,SANTA MARIA COLOTEPEC,79.0,97.0,16.0,10.0,74.0,24.0,13.0,1152.0,56.0,4.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,48.0,16.0,3.0,9.0,1648.0,OAXACA,SANTA MARIA COLOTEPEC,62.0,65.0,9.0,5.0,95.0,7.0,5.0,1080.0,30.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,78.0,21.0,4.0,7.0,1541
204061821,OAXACA,SANTA MARIA COLOTEPEC,53.0,91.0,11.0,10.0,41.0,9.0,12.0,358.0,20.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0,1.0,7.0,4.0,1.0,2.0,637.0,OAXACA,SANTA MARIA COLOTEPEC,39.0,82.0,6.0,4.0,43.0,8.0,1.0,383.0,19.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,1.0,13.0,5.0,1.0,2.0,637
204061822,OAXACA,SANTA MARIA COLOTEPEC,116.0,189.0,37.0,16.0,45.0,10.0,17.0,366.0,17.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,12.0,5.0,0.0,2.0,869.0,OAXACA,SANTA MARIA COLOTEPEC,83.0,154.0,20.0,16.0,61.0,7.0,15.0,420.0,23.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,13.0,8.0,1.0,2.0,868
204061823,OAXACA,SANTA MARIA COLOTEPEC,51.0,129.0,14.0,10.0,48.0,12.0,10.0,443.0,19.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,3.0,1.0,1.0,779.0,OAXACA,SANTA MARIA COLOTEPEC,30.0,63.0,12.0,7.0,44.0,6.0,6.0,498.0,22.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,18.0,7.0,1.0,2.0,748
204061824,OAXACA,SANTA MARIA COLOTEPEC,176.0,86.0,34.0,19.0,57.0,27.0,12.0,935.0,38.0,3.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,26.0,22.0,2.0,13.0,1504.0,OAXACA,SANTA MARIA COLOTEPEC,77.0,71.0,23.0,4.0,76.0,11.0,5.0,1023.0,38.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,58.0,12.0,3.0,17.0,1499
204061825,OAXACA,SANTA MARIA COLOTEPEC,105.0,109.0,15.0,9.0,58.0,35.0,13.0,620.0,13.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,24.0,1.0,1.0,8.0,1044.0,OAXACA,SANTA MARIA COLOTEPEC,49.0,95.0,15.0,6.0,61.0,13.0,31.0,677.0,19.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,3.0,1.0,7.0,1039
204071826,OAXACA,SANTA MARIA CORTIJO,46.0,22.0,61.0,291.0,2.0,171.0,4.0,139.0,4.0,6.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,780.0,OAXACA,SANTA MARIA CORTIJO,32.0,22.0,26.0,228.0,14.0,106.0,6.0,291.0,8.0,10.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,2.0,1.0,782
204081827,OAXACA,SANTA MARIA COYOTEPEC,79.0,259.0,53.0,50.0,74.0,26.0,25.0,238.0,33.0,2.0,3.0,0.0,0.0,3.0,10.0,1.0,3.0,15.0,3.0,1.0,1.0,934.0,OAXACA,SANTA MARIA COYOTEPEC,78.0,208.0,27.0,14.0,94.0,9.0,6.0,691.0,22.0,5.0,0.0,0.0,0.0,3.0,9.0,1.0,0.0,34.0,13.0,1.0,7.0,1334
204091828,OAXACA,SANTA MARIA DEL ROSARIO,3.0,56.0,38.0,12.0,7.0,0.0,5.0,74.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,221.0,OAXACA,SANTA MARIA DEL ROSARIO,3.0,46.0,12.0,7.0,14.0,0.0,0.0,112.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,221
204101829,OAXACA,SANTA MARIA DEL TULE,114.0,173.0,23.0,38.0,60.0,17.0,17.0,614.0,18.0,3.0,0.0,2.0,1.0,7.0,4.0,0.0,0.0,12.0,11.0,1.0,10.0,1151.0,OAXACA,SANTA MARIA DEL TULE,125.0,134.0,12.0,11.0,49.0,2.0,6.0,671.0,7.0,4.0,1.0,1.0,0.0,5.0,2.0,2.0,0.0,30.0,12.0,5.0,6.0,1152
204101830,OAXACA,SANTA MARIA DEL TULE,55.0,128.0,10.0,20.0,42.0,23.0,8.0,323.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,4.0,653.0,OAXACA,SANTA MARIA DEL TULE,50.0,97.0,2.0,3.0,39.0,2.0,2.0,377.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,5.0,1.0,3.0,652
204101831,OAXACA,SANTA MARIA DEL TULE,101.0,140.0,16.0,19.0,41.0,21.0,11.0,528.0,17.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,12.0,5.0,0.0,0.0,943.0,OAXACA,SANTA MARIA DEL TULE,95.0,109.0,0.0,2.0,28.0,4.0,2.0,552.0,17.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,26.0,8.0,0.0,1.0,913
204101832,OAXACA,SANTA MARIA DEL TULE,96.0,125.0,32.0,24.0,59.0,30.0,21.0,478.0,16.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,14.0,11.0,0.0,1.0,956.0,OAXACA,SANTA MARIA DEL TULE,77.0,102.0,15.0,6.0,74.0,5.0,4.0,508.0,11.0,2.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,35.0,17.0,1.0,4.0,956
204101833,OAXACA,SANTA MARIA DEL TULE,106.0,133.0,26.0,26.0,79.0,15.0,21.0,758.0,33.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,15.0,9.0,1.0,2.0,1267.0,OAXACA,SANTA MARIA DEL TULE,125.0,145.0,8.0,6.0,91.0,4.0,6.0,384.0,28.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,32.0,10.0,0.0,6.0,940
204111834,OAXACA,SANTA MARIA ECATEPEC,17.0,53.0,10.0,13.0,25.0,14.0,8.0,296.0,11.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,466.0,OAXACA,SANTA MARIA ECATEPEC,24.0,43.0,11.0,7.0,32.0,8.0,3.0,296.0,11.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,3.0,0.0,3.0,466
204111835,OAXACA,SANTA MARIA ECATEPEC,2.0,21.0,3.0,3.0,11.0,1.0,3.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,3.0,171.0,OAXACA,SANTA MARIA ECATEPEC,2.0,22.0,5.0,0.0,7.0,1.0,1.0,107.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,4.0,170
204111836,OAXACA,SANTA MARIA ECATEPEC,9.0,16.0,10.0,7.0,28.0,3.0,8.0,297.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,4.0,411.0,OAXACA,SANTA MARIA ECATEPEC,3.0,11.0,10.0,4.0,30.0,1.0,5.0,300.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,0.0,4.0,411
204111837,OAXACA,SANTA MARIA ECATEPEC,6.0,20.0,5.0,1.0,13.0,0.0,3.0,132.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,219.0,OAXACA,SANTA MARIA ECATEPEC,6.0,21.0,4.0,2.0,8.0,0.0,8.0,127.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,218
204121838,OAXACA,SANTA MARIA GUELACE,20.0,63.0,11.0,5.0,33.0,4.0,5.0,196.0,7.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,2.0,369.0,OAXACA,SANTA MARIA GUELACE,17.0,55.0,7.0,5.0,33.0,4.0,1.0,205.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,3.0,0.0,2.0,368
204131839,OAXACA,SANTA MARIA GUIENAGATI,20.0,254.0,18.0,24.0,41.0,31.0,9.0,406.0,25.0,0.0,1.0,1.0,0.0,6.0,6.0,1.0,1.0,8.0,5.0,2.0,0.0,890.0,OAXACA,SANTA MARIA GUIENAGATI,14.0,242.0,18.0,8.0,40.0,20.0,7.0,432.0,24.0,0.0,0.0,1.0,0.0,4.0,9.0,1.0,0.0,15.0,4.0,1.0,5.0,888
204131840,OAXACA,SANTA MARIA GUIENAGATI,4.0,50.0,5.0,5.0,5.0,2.0,2.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,115.0,OAXACA,SANTA MARIA GUIENAGATI,6.0,56.0,3.0,1.0,8.0,1.0,0.0,57.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,155
204141841,OAXACA,SANTA MARIA HUATULCO,91.0,240.0,34.0,50.0,55.0,244.0,173.0,794.0,43.0,8.0,0.0,1.0,5.0,20.0,6.0,13.0,2.0,11.0,1.0,1.0,2.0,1896.0,OAXACA,SANTA MARIA HUATULCO,59.0,149.0,14.0,13.0,97.0,117.0,94.0,1361.0,49.0,8.0,0.0,0.0,0.0,13.0,4.0,12.0,0.0,36.0,5.0,0.0,5.0,2144
204141842,OAXACA,SANTA MARIA HUATULCO,136.0,414.0,61.0,88.0,82.0,358.0,271.0,1440.0,53.0,17.0,1.0,3.0,7.0,37.0,6.0,18.0,1.0,20.0,10.0,0.0,9.0,3221.0,OAXACA,SANTA MARIA HUATULCO,85.0,228.0,23.0,33.0,169.0,215.0,183.0,1855.0,75.0,15.0,0.0,3.0,10.0,34.0,9.0,13.0,4.0,43.0,12.0,2.0,26.0,3248
204141843,OAXACA,SANTA MARIA HUATULCO,12.0,21.0,0.0,0.0,11.0,29.0,0.0,86.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,2.0,0.0,0.0,0.0,224.0,OAXACA,SANTA MARIA HUATULCO,6.0,11.0,3.0,9.0,17.0,13.0,14.0,118.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,224
204141844,OAXACA,SANTA MARIA HUATULCO,112.0,218.0,32.0,60.0,41.0,262.0,247.0,520.0,44.0,2.0,1.0,6.0,2.0,22.0,6.0,12.0,1.0,4.0,2.0,1.0,0.0,1687.0,OAXACA,SANTA MARIA HUATULCO,59.0,126.0,15.0,34.0,109.0,161.0,186.0,756.0,52.0,1.0,0.0,5.0,8.0,17.0,10.0,14.0,4.0,16.0,11.0,0.0,2.0,1683
204141845,OAXACA,SANTA MARIA HUATULCO,167.0,222.0,42.0,113.0,79.0,263.0,255.0,1762.0,93.0,9.0,0.0,1.0,10.0,12.0,12.0,7.0,1.0,19.0,7.0,3.0,8.0,3212.0,OAXACA,SANTA MARIA HUATULCO,205.0,149.0,9.0,43.0,130.0,102.0,109.0,2325.0,106.0,8.0,1.0,4.0,5.0,14.0,7.0,6.0,1.0,52.0,21.0,2.0,18.0,3496
204141846,OAXACA,SANTA MARIA HUATULCO,482.0,449.0,74.0,141.0,141.0,511.0,371.0,3475.0,282.0,19.0,7.0,2.0,1.0,17.0,7.0,9.0,3.0,46.0,16.0,1.0,22.0,6311.0,OAXACA,SANTA MARIA HUATULCO,471.0,311.0,33.0,34.0,279.0,176.0,121.0,3998.0,226.0,20.0,4.0,4.0,3.0,16.0,7.0,12.0,2.0,134.0,42.0,5.0,45.0,6312
204141847,OAXACA,SANTA MARIA HUATULCO,68.0,77.0,14.0,22.0,14.0,46.0,49.0,252.0,11.0,5.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,9.0,3.0,0.0,2.0,604.0,OAXACA,SANTA MARIA HUATULCO,201.0,101.0,6.0,7.0,45.0,25.0,31.0,760.0,25.0,4.0,1.0,2.0,0.0,1.0,2.0,5.0,1.0,25.0,12.0,3.0,5.0,1332
204141848,OAXACA,SANTA MARIA HUATULCO,209.0,393.0,63.0,97.0,87.0,291.0,230.0,919.0,51.0,19.0,1.0,4.0,5.0,30.0,15.0,9.0,4.0,6.0,9.0,0.0,6.0,2590.0,OAXACA,SANTA MARIA HUATULCO,77.0,271.0,26.0,48.0,175.0,140.0,147.0,1345.0,90.0,18.0,2.0,2.0,2.0,26.0,10.0,9.0,3.0,24.0,14.0,4.0,7.0,2600
204141849,OAXACA,SANTA MARIA HUATULCO,59.0,187.0,26.0,40.0,33.0,187.0,123.0,409.0,26.0,12.0,0.0,0.0,3.0,20.0,3.0,7.0,0.0,6.0,0.0,0.0,1.0,1207.0,OAXACA,SANTA MARIA HUATULCO,26.0,121.0,14.0,9.0,74.0,106.0,84.0,594.0,47.0,8.0,0.0,1.0,5.0,14.0,3.0,8.0,1.0,16.0,1.0,1.0,2.0,1204
204141850,OAXACA,SANTA MARIA HUATULCO,51.0,76.0,11.0,32.0,14.0,83.0,45.0,414.0,23.0,4.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,798.0,OAXACA,SANTA MARIA HUATULCO,49.0,58.0,4.0,7.0,23.0,34.0,11.0,519.0,18.0,4.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,7.0,2.0,0.0,4.0,798
204151851,OAXACA,SANTA MARIA HUAZOLOTITLAN,18.0,270.0,542.0,173.0,16.0,13.0,6.0,455.0,2.0,3.0,1.0,0.0,1.0,1.0,7.0,1.0,4.0,3.0,3.0,0.0,2.0,1586.0,OAXACA,SANTA MARIA HUAZOLOTITLAN,22.0,236.0,230.0,134.0,46.0,7.0,2.0,781.0,13.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,12.0,5.0,1.0,3.0,1585
204151852,OAXACA,SANTA MARIA HUAZOLOTITLAN,19.0,249.0,518.0,160.0,23.0,8.0,13.0,470.0,7.0,3.0,4.0,0.0,5.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,1565.0,OAXACA,SANTA MARIA HUAZOLOTITLAN,26.0,198.0,185.0,131.0,53.0,4.0,7.0,806.0,33.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,9.0,7.0,0.0,6.0,1571
204151853,OAXACA,SANTA MARIA HUAZOLOTITLAN,12.0,206.0,234.0,54.0,15.0,13.0,5.0,137.0,6.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,749.0,OAXACA,SANTA MARIA HUAZOLOTITLAN,20.0,175.0,97.0,119.0,30.0,6.0,3.0,309.0,16.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,847
204151854,OAXACA,SANTA MARIA HUAZOLOTITLAN,19.0,282.0,332.0,162.0,9.0,13.0,11.0,219.0,8.0,2.0,3.0,0.0,3.0,2.0,8.0,0.0,0.0,3.0,4.0,0.0,1.0,1135.0,OAXACA,SANTA MARIA HUAZOLOTITLAN,25.0,258.0,146.0,124.0,28.0,10.0,7.0,433.0,11.0,1.0,2.0,0.0,2.0,1.0,10.0,1.0,1.0,9.0,2.0,0.0,4.0,1133
204151855,OAXACA,SANTA MARIA HUAZOLOTITLAN,12.0,152.0,237.0,73.0,23.0,18.0,9.0,281.0,1.0,4.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,2.0,0.0,0.0,867.0,OAXACA,SANTA MARIA HUAZOLOTITLAN,17.0,125.0,166.0,64.0,27.0,7.0,5.0,378.0,6.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,4.0,0.0,1.0,867
204161856,OAXACA,SANTA MARIA IPALAPA,22.0,269.0,378.0,20.0,26.0,7.0,14.0,303.0,13.0,1.0,3.0,0.0,1.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1227.0,OAXACA,SANTA MARIA IPALAPA,34.0,222.0,292.0,5.0,65.0,3.0,8.0,419.0,23.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,8.0,2.0,2.0,2.0,1227
204161857,OAXACA,SANTA MARIA IPALAPA,11.0,86.0,208.0,7.0,20.0,8.0,1.0,255.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,647.0,OAXACA,SANTA MARIA IPALAPA,6.0,68.0,163.0,4.0,23.0,8.0,2.0,306.0,11.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,3.0,0.0,5.0,647
204161858,OAXACA,SANTA MARIA IPALAPA,11.0,164.0,263.0,9.0,13.0,3.0,5.0,176.0,3.0,3.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,703.0,OAXACA,SANTA MARIA IPALAPA,11.0,139.0,230.0,7.0,19.0,4.0,1.0,214.0,6.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,1.0,1.0,1.0,697
204171859,OAXACA,SANTA MARIA IXCATLAN,4.0,118.0,6.0,4.0,9.0,5.0,19.0,73.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,OAXACA,SANTA MARIA IXCATLAN,6.0,96.0,3.0,3.0,15.0,5.0,8.0,91.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,263
204181860,OAXACA,SANTA MARIA JACATEPEC,60.0,402.0,268.0,23.0,128.0,44.0,28.0,949.0,89.0,6.0,2.0,0.0,3.0,2.0,5.0,1.0,0.0,16.0,10.0,1.0,8.0,2165.0,OAXACA,SANTA MARIA JACATEPEC,90.0,322.0,271.0,5.0,163.0,23.0,18.0,964.0,121.0,3.0,6.0,0.0,1.0,4.0,1.0,0.0,0.0,22.0,8.0,1.0,8.0,2151
204181861,OAXACA,SANTA MARIA JACATEPEC,36.0,102.0,99.0,3.0,71.0,21.0,5.0,424.0,47.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,2.0,860.0,OAXACA,SANTA MARIA JACATEPEC,35.0,78.0,90.0,1.0,60.0,10.0,1.0,449.0,66.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,18.0,1.0,0.0,3.0,860
204181862,OAXACA,SANTA MARIA JACATEPEC,16.0,144.0,99.0,2.0,56.0,13.0,1.0,442.0,103.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,923.0,OAXACA,SANTA MARIA JACATEPEC,14.0,132.0,91.0,2.0,60.0,14.0,0.0,477.0,62.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,916
