h0303,h0305,h0306,h0307,h0308,h0312,h0317a,h0317g,h0318,h0327,h0324,h0317aint,h0317gint,h0317
13,3,1,1,1,1,3,1,1,2,Estudiante,12,1.0,13.0
10,3,1,1,1,1,2,3,1,2,Estudiante,6,3.0,9.0
7,3,1,1,1,1,1,2,2,2,Jornalero o peón,3,2.0,5.0
22,1,1,2,2,1,10,4,1,1,Empleado,18,4.0,22.0
20,8,1,2,2,1,9,1,1,1,Empleado,19,1.0,20.0
64,1,2,3,3,1,2,1,2,1,Quehaceres del hogar,6,1.0,7.0
38,1,1,2,2,1,10,4,1,2,Empleado,18,4.0,22.0
14,3,1,1,2,1,3,1,1,2,Estudiante,12,1.0,13.0
16,3,1,1,2,1,3,3,1,2,Estudiante,12,3.0,15.0
35,1,1,2,2,1,10,4,1,3,Empleado,18,4.0,22.0
40,2,1,3,3,1,4,3,1,3,Empleado,15,3.0,18.0
16,3,2,1,1,1,4,2,1,3,Estudiante,15,2.0,17.0
13,3,1,1,1,1,3,2,1,3,Estudiante,12,2.0,14.0
6,3,1,1,1,1,2,1,2,3,Incapacitado,6,1.0,7.0
58,1,1,3,3,1,2,6,1,2,Jubilado o pensionado,6,6.0,12.0
65,2,1,3,3,1,2,6,1,2,Quehaceres del hogar,6,6.0,12.0
30,3,1,1,1,1,3,3,1,2,Empleado,12,3.0,15.0
47,8,1,1,2,1,3,3,1,2,Empleado,12,3.0,15.0
58,1,1,3,3,1,2,6,1,2,Jubilado o pensionado,6,6.0,12.0
65,2,1,3,3,1,2,6,1,2,Quehaceres del hogar,6,6.0,12.0
30,3,1,1,1,1,3,3,1,2,Empleado,12,3.0,15.0
47,8,1,1,2,1,3,3,1,2,Empleado,12,3.0,15.0
70,1,1,3,3,1,8,3,1,5,Jubilado o pensionado,18,3.0,21.0
54,5,1,3,3,1,3,3,1,5,Obrero,12,3.0,15.0
48,3,2,1,3,1,3,3,1,5,Empleado,12,3.0,15.0
4,4,1,1,1,1,1,2,1,5,Estudiante,3,2.0,5.0
45,1,1,3,3,1,4,3,1,3,Trabajador por su cuenta,15,3.0,18.0
21,1,2,2,2,1,4,3,1,1,Empleado,15,3.0,18.0
50,1,2,2,2,1,3,3,1,1,Empleado,12,3.0,15.0
70,1,2,3,3,1,9,3,1,2,Empleado,19,3.0,22.0
60,2,2,2,3,1,4,3,1,2,Quehaceres del hogar,15,3.0,18.0
22,3,1,1,1,1,9,2,1,2,Empleado,19,2.0,21.0
70,1,2,3,3,1,9,3,1,2,Empleado,19,3.0,22.0
60,2,2,2,3,1,4,3,1,2,Quehaceres del hogar,15,3.0,18.0
22,3,1,1,1,1,9,2,1,2,Empleado,19,2.0,21.0
63,1,1,2,3,1,4,3,1,2,Empleado,15,3.0,18.0
58,2,1,3,2,1,9,3,1,2,Empleado,19,3.0,22.0
43,1,1,2,2,1,4,3,1,2,Empleado,15,3.0,18.0
46,2,1,2,2,1,10,4,1,2,Empleado,18,4.0,22.0
15,3,1,1,1,1,4,1,1,2,Estudiante,15,1.0,16.0
9,3,1,1,1,1,2,3,1,2,Estudiante,6,3.0,9.0
43,1,1,2,2,1,4,3,1,2,Empleado,15,3.0,18.0
46,2,1,2,2,1,10,4,1,2,Empleado,18,4.0,22.0
15,3,1,1,1,1,4,1,1,2,Estudiante,15,1.0,16.0
9,3,1,1,1,1,2,3,1,2,Estudiante,6,3.0,9.0
65,1,2,3,3,1,4,3,1,4,Quehaceres del hogar,15,3.0,18.0
67,2,2,2,2,1,10,6,1,4,Jubilado o pensionado,18,6.0,24.0
33,3,1,1,1,1,10,5,1,4,Empleado,18,5.0,23.0
29,3,1,1,1,1,10,3,1,4,Empleado,18,3.0,21.0
68,1,1,3,3,1,4,3,1,3,Empleado,15,3.0,18.0
63,2,1,3,3,1,4,3,1,3,Quehaceres del hogar,15,3.0,18.0
33,3,1,1,1,1,10,1,1,3,Empleado,18,1.0,19.0
9,4,1,1,2,1,2,4,1,3,Estudiante,6,4.0,10.0
4,4,1,1,2,1,0, ,1,3,Incapacitado,0,,0.0
68,1,1,3,3,1,4,3,1,3,Empleado,15,3.0,18.0
63,2,1,3,3,1,4,3,1,3,Quehaceres del hogar,15,3.0,18.0
33,3,1,1,1,1,10,1,1,3,Empleado,18,1.0,19.0
9,4,1,1,2,1,2,4,1,3,Estudiante,6,4.0,10.0
4,4,1,1,2,1,0, ,1,3,Incapacitado,0,,0.0
63,1,2,3,3,1,3,2,1,3,Jubilado o pensionado,12,2.0,14.0
60,2,2,3,3,1,3,2,1,3,Quehaceres del hogar,12,2.0,14.0
28,3,1,1,1,1,11,5,1,3,Busco Trabajo,23,5.0,28.0
63,1,2,3,3,1,3,2,1,3,Jubilado o pensionado,12,2.0,14.0
60,2,2,3,3,1,3,2,1,3,Quehaceres del hogar,12,2.0,14.0
28,3,1,1,1,1,11,5,1,3,Busco Trabajo,23,5.0,28.0
66,1,1,3,3,1,10,3,1,3,Quehaceres del hogar,18,3.0,21.0
35,3,1,1,2,1,3,3,1,3,Empleado,12,3.0,15.0
28,4,1,2,2,1,4,1,1,3,Empleado,15,1.0,16.0
18,4,1,1,2,1,4,3,1,3,Quehaceres del hogar,15,3.0,18.0
18,4,1,1,2,1,4,3,1,3,Estudiante,15,3.0,18.0
10,3,1,1,2,1,2,4,1,3,Estudiante,6,4.0,10.0
8,4,1,1,2,1,2,2,1,3,Estudiante,6,2.0,8.0
66,1,1,3,3,1,10,3,1,3,Quehaceres del hogar,18,3.0,21.0
35,3,1,1,2,1,3,3,1,3,Empleado,12,3.0,15.0
28,4,1,2,2,1,4,1,1,3,Empleado,15,1.0,16.0
18,4,1,1,2,1,4,3,1,3,Quehaceres del hogar,15,3.0,18.0
18,4,1,1,2,1,4,3,1,3,Estudiante,15,3.0,18.0
10,3,1,1,2,1,2,4,1,3,Estudiante,6,4.0,10.0
8,4,1,1,2,1,2,2,1,3,Estudiante,6,2.0,8.0
31,1,2,2,3,1,2,6,1,1,Empleado,6,6.0,12.0
59,1,1,3,3,1,10,3,1,1,Empleado,18,3.0,21.0
25,3,1,1,2,1,4,3,1,1,Empleado,15,3.0,18.0
68,1,2,3,3,1,3,3,1,4,Jubilado o pensionado,12,3.0,15.0
63,2,2,3,3,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
28,8,1,3,2,1,8,2,1,4,Empleado,18,2.0,20.0
57,1,2,3,3,1,4,3,1,4,Empleado,15,3.0,18.0
45,2,2,3,3,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
25,3,1,1,1,1,10,3,1,4,Empleado,18,3.0,21.0
24,3,1,1,1,1,4,3,1,4,Trabajador sin pago,15,3.0,18.0
18,3,1,1,1,1,3,3,1,4,Busco Trabajo,12,3.0,15.0
17,3,1,1,1,1,4,2,1,4,Estudiante,15,2.0,17.0
33,1,1,2,3,1,4,3,1,1,Empleado,15,3.0,18.0
65,1,2,3,2,1,3,3,1,1,Trabajador sin pago,12,3.0,15.0
37,3,2,1,3,1,3,3,1,1,Empleado,12,3.0,15.0
9,4,1,3,1,1,2,4,1,1,Otra situación,6,4.0,10.0
6,4,1,3,1,1,1,3,2,1,Estudiante,3,3.0,6.0
37,1,1,1,1,1,10,5,1,3,Empleado,18,5.0,23.0
73,6,1,3,3,1,3,3,1,3,Trabajador por su cuenta,12,3.0,15.0
71,6,2,3,3,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
12,3,1,1,2,1,2,5,1,3,Estudiante,6,5.0,11.0
8,3,1,1,2,1,2,2,1,3,Estudiante,6,2.0,8.0
6,3,1,1,2,1,1,3,1,3,Estudiante,3,3.0,6.0
37,1,1,1,1,1,10,5,1,3,Empleado,18,5.0,23.0
73,6,1,3,3,1,3,3,1,3,Trabajador por su cuenta,12,3.0,15.0
71,6,2,3,3,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
12,3,1,1,2,1,2,5,1,3,Estudiante,6,5.0,11.0
8,3,1,1,2,1,2,2,1,3,Estudiante,6,2.0,8.0
6,3,1,1,2,1,1,3,1,3,Estudiante,3,3.0,6.0
32,1,1,2,2,1,10,4,1,1,Empleado,18,4.0,22.0
32,2,1,2,2,1,10,4,1,3,Quehaceres del hogar,18,4.0,22.0
7,3,3,1,1,1,2,1,1,2,Quehaceres del hogar,6,1.0,7.0
6,3,3,1,1,1,1,3,1,3,Quehaceres del hogar,3,3.0,6.0
2,3,3,1,1,1,0, ,1,4,Estudiante,0,,0.0
72,1,2,3,3,1,2,4,1,1,Jubilado o pensionado,6,4.0,10.0
38,1,1,2,2,1,3,3,1,1,Empleado,12,3.0,15.0
49,2,1,2,3,1,3,1,1,1,Trabajador por su cuenta,12,1.0,13.0
38,1,1,2,2,1,3,3,1,1,Empleado,12,3.0,15.0
49,2,1,2,3,1,3,1,1,1,Trabajador por su cuenta,12,1.0,13.0
64,1,2,3,3,1,4,3,1,3,Jubilado o pensionado,15,3.0,18.0
55,2,2,3,3,1,4,3,1,3,Trabajador por su cuenta,15,3.0,18.0
19,3,1,1,1,1,4,3,1,3,Empleado,15,3.0,18.0
16,3,1,1,1,1,4,1,1,3,Estudiante,15,1.0,16.0
48,1,2,2,3,1,3,3,1,2,Trabajador sin pago,12,3.0,15.0
13,3,1,1,2,1,3,1,1,2,Trabajador sin pago,12,1.0,13.0
30,1,1,2,2,1,3,3,1,2,Empleado,12,3.0,15.0
28,2,1,2,2,1,4,3,1,2,Otra situación,15,3.0,18.0
10,3,1,1,1,1,2,5,1,2,Estudiante,6,5.0,11.0
30,1,2,2,2,1,4,3,1,2,Empleado,15,3.0,18.0
48,2,1,3,3,1,3,2,1,2,Empleado,12,2.0,14.0
22,8,1,2,1,1,3,3,1,3,Empleado,12,3.0,15.0
15,3,1,1,2,1,2,6,1,2,Estudiante,6,6.0,12.0
62,1,2,2,3,1,0, ,2,3,Quehaceres del hogar,0,,0.0
64,2,2,3,3,1,0, ,1,3,Jubilado o pensionado,0,,0.0
40,3,2,1,1,1,2,5,1,3,Jornalero o peón,6,5.0,11.0
28,3,1,1,1,1,4,3,1,3,Empleado,15,3.0,18.0
28,5,1,2,2,1,3,2,1,3,Empleado,12,2.0,14.0
26,3,1,1,1,1,4,2,1,3,Quehaceres del hogar,15,2.0,17.0
17,4,1,2,1,1,4,2,1,3,Estudiante,15,2.0,17.0
14,4,1,2,1,1,3,2,1,3,Estudiante,12,2.0,14.0
9,4,1,1,1,1,2,3,1,3,Estudiante,6,3.0,9.0
6,4,1,1,1,1,2,1,1,3,Estudiante,6,1.0,7.0
62,1,2,2,3,1,0, ,2,3,Quehaceres del hogar,0,,0.0
64,2,2,3,3,1,0, ,1,3,Jubilado o pensionado,0,,0.0
40,3,2,1,1,1,2,5,1,3,Jornalero o peón,6,5.0,11.0
28,3,1,1,1,1,4,3,1,3,Empleado,15,3.0,18.0
28,5,1,2,2,1,3,2,1,3,Empleado,12,2.0,14.0
26,3,1,1,1,1,4,2,1,3,Quehaceres del hogar,15,2.0,17.0
17,4,1,2,1,1,4,2,1,3,Estudiante,15,2.0,17.0
14,4,1,2,1,1,3,2,1,3,Estudiante,12,2.0,14.0
9,4,1,1,1,1,2,3,1,3,Estudiante,6,3.0,9.0
6,4,1,1,1,1,2,1,1,3,Estudiante,6,1.0,7.0
43,1,1,2,3,1,4,3,1,2,Quehaceres del hogar,15,3.0,18.0
11,3,1,1,2,1,2,6,1,2,Estudiante,6,6.0,12.0
65,1,1,3,3,1,2,6,1,2,Trabajador sin pago,6,6.0,12.0
39,3,1,1,2,1,4,3,1,2,Empleado,15,3.0,18.0
24,3,1,1,2,1,4,3,1,2,Empleado,15,3.0,18.0
26,4,1,2,2,1,10,3,1,2,Estudiante,18,3.0,21.0
15,4,1,1,2,1,4,1,1,2,Estudiante,15,1.0,16.0
12,4,1,1,2,1,3,1,1,2,Estudiante,12,1.0,13.0
8,4,1,1,2,1,2,3,1,2,Quehaceres del hogar,6,3.0,9.0
65,1,1,3,3,1,2,6,1,2,Trabajador sin pago,6,6.0,12.0
39,3,1,1,2,1,4,3,1,2,Empleado,15,3.0,18.0
24,3,1,1,2,1,4,3,1,2,Empleado,15,3.0,18.0
26,4,1,2,2,1,10,3,1,2,Estudiante,18,3.0,21.0
15,4,1,1,2,1,4,1,1,2,Estudiante,15,1.0,16.0
12,4,1,1,2,1,3,1,1,2,Estudiante,12,1.0,13.0
8,4,1,1,2,1,2,3,1,2,Quehaceres del hogar,6,3.0,9.0
63,1,1,3,3,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
12,4,1,2,2,1,3,2,1,1,Estudiante,12,2.0,14.0
60,1,1,3,2,1,2,4,1,1,Quehaceres del hogar,6,4.0,10.0
64,2,1,3,3,1,2,3,1,1,Incapacitado,6,3.0,9.0
42,3,1,1,1,1,0, ,2,1,Trabajador por su cuenta,0,,0.0
60,1,1,3,2,1,2,4,1,1,Quehaceres del hogar,6,4.0,10.0
64,2,1,3,3,1,2,3,1,1,Incapacitado,6,3.0,9.0
42,3,1,1,1,1,0, ,2,1,Trabajador por su cuenta,0,,0.0
25,1,1,2,2,1,3,2,1,3,Empleado,12,2.0,14.0
25,2,2,2,2,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
2,3,1,1,1,1,0, ,1,3,Estudiante,0,,0.0
45,1,1,3,2,1,3,1,1,1,Trabajador por su cuenta,12,1.0,13.0
50,2,1,2,3,1,2,5,1,1,Trabajador por su cuenta,6,5.0,11.0
14,3,1,1,1,1,2,2,2,1,Trabajador sin pago,6,2.0,8.0
68,1,1,3,3,1,2,3,1,2,Quehaceres del hogar,6,3.0,9.0
16,4,3,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
35,1,1,3,2,1,2,6,1,1,Trabajador por su cuenta,6,6.0,12.0
6,3,1,1,2,1,1,3,2,1,Busco Trabajo,3,3.0,6.0
5,3,2,1,2,1,1,2,2,1,Estudiante,3,2.0,5.0
57,1,2,3,3,1,2,2,1,1,Quehaceres del hogar,6,2.0,8.0
18,3,1,1,2,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
47,1,2,3,3,1,9,4,1,2,Empleado,19,4.0,23.0
23,3,2,1,2,1,10,1,1,2,Empleado,18,1.0,19.0
17,3,2,1,2,1,4,3,1,2,Estudiante,15,3.0,18.0
11,3,2,1,2,1,2,6,1,2,Estudiante,6,6.0,12.0
47,1,2,3,3,1,9,4,1,2,Empleado,19,4.0,23.0
23,3,2,1,2,1,10,1,1,2,Empleado,18,1.0,19.0
17,3,2,1,2,1,4,3,1,2,Estudiante,15,3.0,18.0
11,3,2,1,2,1,2,6,1,2,Estudiante,6,6.0,12.0
29,1,2,2,2,1,3,3,1,3,Trabajador por su cuenta,12,3.0,15.0
12,3,2,1,2,1,2,6,1,3,Estudiante,6,6.0,12.0
10,3,2,1,2,1,2,5,1,3,Estudiante,6,5.0,11.0
6,3,1,1,2,1,2,1,2,3,Estudiante,6,1.0,7.0
29,1,1,2,3,1,3,2,1,1,Trabajador por su cuenta,12,2.0,14.0
31,2,1,2,9,1,4,2,1,1,Quehaceres del hogar,15,2.0,17.0
17,8,1,1,2,1,4,1,1,1,Trabajador por su cuenta,15,1.0,16.0
9,8,1,2,2,1,2,3,1,1,Estudiante,6,3.0,9.0
7,3,1,1,1,1,2,1,1,1,Quehaceres del hogar,6,1.0,7.0
4,3,1,1,1,1,1,1,1,1,Quehaceres del hogar,3,1.0,4.0
54,1,1,3,3,1,3,1,1,2,Empleado,12,1.0,13.0
45,8,1,2,2,1,2,6,1,2,Empleado,6,6.0,12.0
40,8,1,2,2,1,3,3,1,2,Empleado,12,3.0,15.0
26,2,1,2,2,1,3,3,1,2,Empleado,12,3.0,15.0
34,8,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
14,8,1,2,2,1,3,2,1,2,Estudiante,12,2.0,14.0
15,8,1,1,1,1,4,1,1,2,Estudiante,15,1.0,16.0
12,8,1,1,1,1,2,6,1,2,Estudiante,6,6.0,12.0
8,8,1,2,1,1,2,3,2,2,Jornalero o peón,6,3.0,9.0
64,1,1,3,3,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
24,1,2,2,3,1,4,1,1,2,Empleado,15,1.0,16.0
23,2,1,2,2,1,4,3,1,2,Quehaceres del hogar,15,3.0,18.0
4,3,1,1,1,1,0, ,1,2,Estudiante,0,,0.0
60,1,1,3,3,1,7,2,1,1,Quehaceres del hogar,15,2.0,17.0
7,4,2,2,2,1,2,3,1,1,Estudiante,6,3.0,9.0
7,4,2,2,2,1,2,3,1,1,Estudiante,6,3.0,9.0
39,1,1,2,2,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
36,2,1,2,2,1,3,3,1,1,Empleado,12,3.0,15.0
8,3,1,1,1,1,2,3,1,1,Quehaceres del hogar,6,3.0,9.0
69,1,1,2,3,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
25,4,1,2,2,1,4,1,1,2,Patrón o empleador,15,1.0,16.0
5,8,1,2,2,1,1,2,2,2,Quehaceres del hogar,3,2.0,5.0
42,1,2,2,2,1,3,1,1,1,Quehaceres del hogar,12,1.0,13.0
44,1,1,2,2,1,4,3,1,3,Quehaceres del hogar,15,3.0,18.0
24,5,1,2,2,1,3,3,1,3,Empleado,12,3.0,15.0
23,3,1,1,2,1,10,1,1,3,Empleado,18,1.0,19.0
22,3,1,1,2,1,10,1,1,3,Empleado,18,1.0,19.0
19,5,2,2,2,1,4,1,1,3,Empleado,15,1.0,16.0
20,3,1,1,2,1,4,2,1,3,Empleado,15,2.0,17.0
9,4,1,1,2,1,2,3,1,3,Estudiante,6,3.0,9.0
3,4,1,1,2,1,0, ,1,3,Incapacitado,0,,0.0
0,4,1,1,2,1,0, ,1,3,Incapacitado,0,,0.0
40,1,1,2,2,1,4,3,1,2,Trabajador por su cuenta,15,3.0,18.0
28,2,2,2,2,1,4,3,1,2,Trabajador por su cuenta,15,3.0,18.0
8,3,1,1,1,1,2,3,1,2,Estudiante,6,3.0,9.0
6,3,1,1,1,1,2,1,2,2,Jornalero o peón,6,1.0,7.0
1,3,1,1,1,1,0, ,1,2,Estudiante,0,,0.0
31,1,1,2,2,1,10,4,1,5,Empleado,18,4.0,22.0
33,2,1,2,2,1,3,3,1,5,Trabajador por su cuenta,12,3.0,15.0
13,3,1,1,1,1,3,1,1,5,Estudiante,12,1.0,13.0
6,3,1,1,1,1,1,3,2,5,Incapacitado,3,3.0,6.0
4,3,1,1,1,1,1,1,1,5,Estudiante,3,1.0,4.0
65,1,2,2,2,1,0, ,2,1,Incapacitado,0,,0.0
40,2,2,2,2,1,2,4,1,1,Quehaceres del hogar,6,4.0,10.0
17,3,1,1,1,1,4,2,1,1,Estudiante,15,2.0,17.0
65,1,2,2,2,1,0, ,2,1,Incapacitado,0,,0.0
40,2,2,2,2,1,2,4,1,1,Quehaceres del hogar,6,4.0,10.0
17,3,1,1,1,1,4,2,1,1,Estudiante,15,2.0,17.0
30,1,1,2,3,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
34,2,1,2,2,1,4,1,1,2,Trabajador por su cuenta,15,1.0,16.0
16,9,2,1,2,1,3,3,1,2,Otra situación,12,3.0,15.0
12,9,1,1,2,1,2,5,1,2,Otra situación,6,5.0,11.0
9,9,2,1,2,1,2,3,2,2,Quehaceres del hogar,6,3.0,9.0
7,9,2,1,2,1,2,2,2,2,Quehaceres del hogar,6,2.0,8.0
35,1,1,2,2,1,10,4,1,5,Empleado,18,4.0,22.0
34,2,1,2,2,1,2,6,1,5,Empleado,6,6.0,12.0
14,8,1,1,2,1,3,3,1,5,Estudiante,12,3.0,15.0
14,8,1,1,2,1,3,2,1,5,Estudiante,12,2.0,14.0
71,1,2,3,3,1,2,2,1,1,Jubilado o pensionado,6,2.0,8.0
35,1,1,2,2,1,8,3,1,2,Empleado,18,3.0,21.0
35,2,1,2,2,1,8,3,1,2,Quehaceres del hogar,18,3.0,21.0
13,3,1,1,1,1,3,1,1,2,Estudiante,12,1.0,13.0
9,3,2,1,1,1,2,3,1,2,Estudiante,6,3.0,9.0
57,1,1,2,2,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
37,1,1,2,2,1,3,3,1,2,Empleado,12,3.0,15.0
35,2,1,2,2,1,10,4,1,2,Quehaceres del hogar,18,4.0,22.0
17,3,1,1,1,1,4,2,1,2,Estudiante,15,2.0,17.0
9,3,1,1,1,1,2,3,1,2,Estudiante,6,3.0,9.0
57,1,1,3,2,1,4,3,1,3,Empleado,15,3.0,18.0
52,2,1,2,3,1,2,3,1,3,Trabajador por su cuenta,6,3.0,9.0
35,1,1,2,3,1,8,3,1,2,Trabajador por su cuenta,18,3.0,21.0
35,2,1,2,2,1,10,4,1,2,Quehaceres del hogar,18,4.0,22.0
9,3,1,1,1,1,2,3,1,2,Estudiante,6,3.0,9.0
56,1,1,3,3,1,2,6,1,4,Empleado,6,6.0,12.0
54,2,1,3,3,1,2,5,1,4,Quehaceres del hogar,6,5.0,11.0
31,3,1,1,1,1,10,4,1,4,Empleado,18,4.0,22.0
22,3,1,1,1,1,3,3,1,4,Empleado,12,3.0,15.0
27,5,1,2,2,1,10,4,1,4,Empleado,18,4.0,22.0
0,4,1,1,1,1,0, ,1,4,Estudiante,0,,0.0
56,1,1,3,3,1,2,6,1,4,Empleado,6,6.0,12.0
54,2,1,3,3,1,2,5,1,4,Quehaceres del hogar,6,5.0,11.0
31,3,1,1,1,1,10,4,1,4,Empleado,18,4.0,22.0
22,3,1,1,1,1,3,3,1,4,Empleado,12,3.0,15.0
27,5,1,2,2,1,10,4,1,4,Empleado,18,4.0,22.0
0,4,1,1,1,1,0, ,1,4,Estudiante,0,,0.0
35,1,1,2,3,1,4,3,1,5,Empleado,15,3.0,18.0
33,2,1,2,2,1,3,3,1,5,Quehaceres del hogar,12,3.0,15.0
14,3,1,1,1,1,3,2,1,5,Estudiante,12,2.0,14.0
10,3,1,1,1,1,2,4,1,5,Estudiante,6,4.0,10.0
32,1,1,2,2,1,4,2,1,2,Empleado,15,2.0,17.0
13,3,1,1,2,1,3,2,1,2,Estudiante,12,2.0,14.0
9,3,1,1,2,1,2,4,1,2,Estudiante,6,4.0,10.0
7,3,1,1,2,1,2,2,1,2,Estudiante,6,2.0,8.0
70,1,1,3,3,1,2,3,1,1,Trabajador por su cuenta,6,3.0,9.0
70,2,1,3,3,1,2,3,1,1,Quehaceres del hogar,6,3.0,9.0
42,1,1,2,2,1,4,3,1,4,Trabajador por su cuenta,15,3.0,18.0
37,2,1,2,2,1,4,3,1,4,Quehaceres del hogar,15,3.0,18.0
12,3,1,1,1,1,3,1,1,4,Estudiante,12,1.0,13.0
5,3,1,1,1,1,1,3,2,4,Incapacitado,3,3.0,6.0
44,1,1,2,2,1,3,3,1,2,Empleado,12,3.0,15.0
17,3,1,1,2,1,4,3,1,2,Estudiante,15,3.0,18.0
17,3,1,1,2,1,4,3,1,2,Estudiante,15,3.0,18.0
54,1,1,2,2,1,2,6,2,3,Quehaceres del hogar,6,6.0,12.0
60,2,1,3,3,1,2,2,2,3,Otra situación,6,2.0,8.0
10,4,1,3,2,1,2,4,2,3,Estudiante,6,4.0,10.0
4,4,1,2,3,1,1,2,1,3,Estudiante,3,2.0,5.0
63,1,1,2,3,1,0, ,1,3,Otra situación,0,,0.0
63,2,1,3,3,1,2,3,2,3,Jubilado o pensionado,6,3.0,9.0
41,3,1,1,1,1,5,3,1,3,Empleado,18,3.0,21.0
63,1,1,2,3,1,0, ,1,3,Otra situación,0,,0.0
63,2,1,3,3,1,2,3,2,3,Jubilado o pensionado,6,3.0,9.0
41,3,1,1,1,1,5,3,1,3,Empleado,18,3.0,21.0
59,1,1,2,3,1,2,2,1,3,Quehaceres del hogar,6,2.0,8.0
67,1,1,3,3,1,4,3,1,1,Trabajador por su cuenta,15,3.0,18.0
47,1,1,2,3,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
42,2,1,2,3,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
28,5,2,2,2,1,4,3,1,1,Empleado,15,3.0,18.0
22,3,1,1,1,1,3,3,1,1,Empleado,12,3.0,15.0
21,3,1,1,1,1,3,3,1,1,Incapacitado,12,3.0,15.0
8,3,1,1,1,1,2,2,1,1,Quehaceres del hogar,6,2.0,8.0
47,1,1,2,3,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
42,2,1,2,3,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
28,5,2,2,2,1,4,3,1,1,Empleado,15,3.0,18.0
22,3,1,1,1,1,3,3,1,1,Empleado,12,3.0,15.0
21,3,1,1,1,1,3,3,1,1,Incapacitado,12,3.0,15.0
8,3,1,1,1,1,2,2,1,1,Quehaceres del hogar,6,2.0,8.0
64,1,2,3,3,1,2,4,1,1,Trabajador por su cuenta,6,4.0,10.0
57,2,1,2,2,1,2,6,2,1,Incapacitado,6,6.0,12.0
21,3,1,1,1,1,4,3,1,1,Estudiante,15,3.0,18.0
17,3,1,1,1,1,4,2,1,1,Estudiante,15,2.0,17.0
51,1,1,2,2,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
99,1,1,3,3,1,0, ,1,1,Quehaceres del hogar,0,,0.0
62,1,1,2,3,1,2,5,1,1,Jornalero o peón,6,5.0,11.0
55,2,1,3,3,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
76,1,2,3,3,1,2,2,1,2,Jornalero o peón,6,2.0,8.0
48,2,1,3,3,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
7,3,1,1,1,1,2,1,1,2,Estudiante,6,1.0,7.0
71,1,1,3,3,1,0, ,1,1,Quehaceres del hogar,0,,0.0
29,1,1,2,3,1,4,3,1,3,Empleado,15,3.0,18.0
27,2,1,2,2,1,4,1,1,3,Quehaceres del hogar,15,1.0,16.0
10,3,1,1,1,1,2,4,1,3,Estudiante,6,4.0,10.0
8,3,1,1,1,1,2,3,1,3,Estudiante,6,3.0,9.0
2,3,1,1,1,1,0, ,1,3,Estudiante,0,,0.0
71,1,1,3,3,1,2,4,1,1,Quehaceres del hogar,6,4.0,10.0
50,3,1,1,3,1,0, ,2,1,Empleado,0,,0.0
47,1,1,2,3,1,2,6,1,1,Empleado,6,6.0,12.0
19,3,1,1,2,1,4,2,1,1,Empleado,15,2.0,17.0
54,1,1,3,3,1,4,3,1,1,Trabajador por su cuenta,15,3.0,18.0
56,2,1,3,2,1,7,3,1,1,Empleado,15,3.0,18.0
20,3,1,1,1,1,10,3,1,1,Empleado,18,3.0,21.0
56,1,1,3,3,1,10,2,1,2,Empleado,18,2.0,20.0
34,8,1,2,2,1,4,3,1,2,Empleado,15,3.0,18.0
18,8,1,2,2,1,4,2,1,2,Estudiante,15,2.0,17.0
17,8,1,2,2,1,4,1,1,2,Estudiante,15,1.0,16.0
9,8,1,2,2,1,2,3,1,2,Estudiante,6,3.0,9.0
27,1,1,2,2,1,10,4,1,2,Empleado,18,4.0,22.0
65,1,1,3,3,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
62,2,1,3,3,1,2,6,1,2,Quehaceres del hogar,6,6.0,12.0
69,1,1,3,3,1,3,3,1,4,Trabajador por su cuenta,12,3.0,15.0
67,2,1,3,3,1,3,3,1,4,Trabajador por su cuenta,12,3.0,15.0
46,3,1,1,1,1,11,2,1,4,Empleado,23,2.0,25.0
69,1,2,3,3,1,2,6,1,1,Incapacitado,6,6.0,12.0
54,2,1,3,3,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
81,1,1,3,3,1,2,5,1,1,Incapacitado,6,5.0,11.0
49,3,1,1,3,1,4,3,1,1,Empleado,15,3.0,18.0
47,3,1,1,3,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
