h0303,h0305,h0306,h0307,h0308,h0312,h0317a,h0317g,h0318,h0327,h0324,h0317aint,h0317gint,h0317
55,2,2,3,3,1,10,5,1,2,Quehaceres del hogar,18,5.0,23.0
30,3,1,1,1,1,10,5,1,2,Empleado,18,5.0,23.0
9,4,1,1,2,1,2,4,1,2,Quehaceres del hogar,6,4.0,10.0
74,1,1,3,3,1,10,4,1,2,Otra situación,18,4.0,22.0
41,3,2,3,1,1,10,4,1,2,Otra situación,18,4.0,22.0
74,1,1,3,3,1,10,4,1,2,Otra situación,18,4.0,22.0
41,3,2,3,1,1,10,4,1,2,Otra situación,18,4.0,22.0
85,1,1,3,3,1,2,3,1,6,Incapacitado,6,3.0,9.0
85,2,1,3,3,1,2,3,1,6,Quehaceres del hogar,6,3.0,9.0
63,1,1,3,3,1,2,6,1,2,Incapacitado,6,6.0,12.0
59,2,1,3,3,1,2,6,1,2,Quehaceres del hogar,6,6.0,12.0
13,4,1,2,2,1,3,1,1,2,Estudiante,12,1.0,13.0
64,1,1,2,3,1,2,2,1,1,Quehaceres del hogar,6,2.0,8.0
60,2,1,2,2,1,2,1,1,1,Jornalero o peón,6,1.0,7.0
38,5,1,2,2,1,4,1,1,1,Empleado,15,1.0,16.0
32,3,1,1,1,1,4,3,1,1,Empleado,15,3.0,18.0
64,1,1,2,3,1,2,2,1,1,Quehaceres del hogar,6,2.0,8.0
60,2,1,2,2,1,2,1,1,1,Jornalero o peón,6,1.0,7.0
38,5,1,2,2,1,4,1,1,1,Empleado,15,1.0,16.0
32,3,1,1,1,1,4,3,1,1,Empleado,15,3.0,18.0
24,1,1,2,2,1,10,2,1,3,Empleado,18,2.0,20.0
22,2,1,2,2,1,4,3,1,3,Quehaceres del hogar,15,3.0,18.0
53,1,1,3,3,1,3,3,1,3,Empleado,12,3.0,15.0
56,8,1,2,2,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
51,1,1,3,3,1,8,3,1,3,Empleado,18,3.0,21.0
52,2,1,3,3,1,3,3,1,3,Obrero,12,3.0,15.0
24,3,1,1,1,1,10,5,1,3,Estudiante,18,5.0,23.0
18,3,1,1,1,1,4,2,1,3,Estudiante,15,2.0,17.0
49,1,1,3,3,1,2,6,1,3,Empleado,6,6.0,12.0
52,2,1,2,3,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
21,3,1,1,1,1,4,3,1,3,Empleado,15,3.0,18.0
19,3,1,1,1,1,10,2,1,3,Estudiante,18,2.0,20.0
1,4,1,2,2,1,1, ,1,3,Estudiante,3,,0.0
49,1,1,3,3,1,2,6,1,3,Empleado,6,6.0,12.0
52,2,1,2,3,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
21,3,1,1,1,1,4,3,1,3,Empleado,15,3.0,18.0
19,3,1,1,1,1,10,2,1,3,Estudiante,18,2.0,20.0
1,4,1,2,2,1,1, ,1,3,Estudiante,3,,0.0
31,1,1,2,3,1,4,3,1,3,Quehaceres del hogar,15,3.0,18.0
56,5,1,3,3,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
12,3,1,1,2,1,3,1,1,3,Estudiante,12,1.0,13.0
10,3,1,1,2,1,2,4,1,3,Estudiante,6,4.0,10.0
2,3,1,1,2,1,0, ,1,3,Estudiante,0,,0.0
31,1,1,2,3,1,4,3,1,3,Quehaceres del hogar,15,3.0,18.0
56,5,1,3,3,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
12,3,1,1,2,1,3,1,1,3,Estudiante,12,1.0,13.0
10,3,1,1,2,1,2,4,1,3,Estudiante,6,4.0,10.0
2,3,1,1,2,1,0, ,1,3,Estudiante,0,,0.0
50,1,1,3,3,1,3,3,1,2,Empleado,12,3.0,15.0
52,2,1,3,3,1,2,6,1,2,Quehaceres del hogar,6,6.0,12.0
20,3,1,1,1,1,4,3,1,2,Empleado,15,3.0,18.0
14,3,1,1,1,1,3,2,1,2,Estudiante,12,2.0,14.0
50,1,1,3,3,1,3,3,1,2,Empleado,12,3.0,15.0
52,2,1,3,3,1,2,6,1,2,Quehaceres del hogar,6,6.0,12.0
20,3,1,1,1,1,4,3,1,2,Empleado,15,3.0,18.0
14,3,1,1,1,1,3,2,1,2,Estudiante,12,2.0,14.0
62,1,1,3,3,1,2,4,1,1,Jornalero o peón,6,4.0,10.0
57,2,1,2,2,1,2,3,1,1,Trabajador por su cuenta,6,3.0,9.0
29,3,1,1,1,1,4,1,1,1,Quehaceres del hogar,15,1.0,16.0
62,1,1,3,3,1,2,4,1,1,Jornalero o peón,6,4.0,10.0
57,2,1,2,2,1,2,3,1,1,Trabajador por su cuenta,6,3.0,9.0
29,3,1,1,1,1,4,1,1,1,Quehaceres del hogar,15,1.0,16.0
64,1,1,3,3,1,2,3,1,2,Jornalero o peón,6,3.0,9.0
65,2,1,2,2,1,2,2,1,2,Quehaceres del hogar,6,2.0,8.0
32,3,1,1,1,1,4,3,1,2,Jornalero o peón,15,3.0,18.0
66,1,1,3,2,1,2,6,1,2,Jornalero o peón,6,6.0,12.0
63,2,1,3,3,1,2,5,1,2,Quehaceres del hogar,6,5.0,11.0
55,1,1,3,3,1,3,3,1,2,Empleado,12,3.0,15.0
56,2,1,3,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
68,1,1,2,2,1,0, ,2,6,Quehaceres del hogar,0,,0.0
74,2,1,3,3,1,2,2,2,6,Incapacitado,6,2.0,8.0
39,1,1,2,3,1,3,3,1,1,Empleado,12,3.0,15.0
16,3,2,1,2,1,4,1,1,1,Estudiante,15,1.0,16.0
12,3,2,1,2,1,2,6,1,1,Estudiante,6,6.0,12.0
33,1,1,3,3,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
12,3,1,1,2,1,3,2,1,1,Quehaceres del hogar,12,2.0,14.0
4,3,1,1,2,1,1,2,1,1,Estudiante,3,2.0,5.0
61,1,2,3,3,1,3,3,1,2,Empleado,12,3.0,15.0
58,2,2,3,3,1,2,6,1,2,Empleado,6,6.0,12.0
39,3,2,1,1,1,8,3,1,2,Empleado,18,3.0,21.0
33,3,2,1,1,1,4,3,1,2,Empleado,15,3.0,18.0
22,3,2,1,1,1,4,2,1,2,Empleado,15,2.0,17.0
21,5,1,2,2,1,4,2,1,2,Quehaceres del hogar,15,2.0,17.0
17,4,2,1,2,1,4,2,1,2,Estudiante,15,2.0,17.0
14,4,2,1,2,1,3,3,1,2,Estudiante,12,3.0,15.0
12,4,2,1,2,1,3,1,1,2,Estudiante,12,1.0,13.0
12,4,2,1,2,1,3,1,1,2,Estudiante,12,1.0,13.0
2,4,1,1,1,1,0, ,1,2,Busco Trabajo,0,,0.0
49,1,1,2,2,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
20,3,1,1,2,1,4,3,1,3,Empleado,15,3.0,18.0
18,3,1,1,2,1,3,3,1,3,Empleado,12,3.0,15.0
13,3,1,1,2,1,3,1,1,3,Estudiante,12,1.0,13.0
1,4,1,1,2,1,0, ,1,3,Incapacitado,0,,0.0
49,1,1,2,2,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
20,3,1,1,2,1,4,3,1,3,Empleado,15,3.0,18.0
18,3,1,1,2,1,3,3,1,3,Empleado,12,3.0,15.0
13,3,1,1,2,1,3,1,1,3,Estudiante,12,1.0,13.0
1,4,1,1,2,1,0, ,1,3,Incapacitado,0,,0.0
47,1,1,3,3,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
59,2,1,3,3,1,2,3,1,2,Jornalero o peón,6,3.0,9.0
23,3,1,1,1,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
21,5,1,2,3,1,2,6,1,2,Empleado,6,6.0,12.0
6,4,1,1,1,1,1,3,2,2,Estudiante,3,3.0,6.0
0,4,1,1,1,1,0, ,1,2,Busco Trabajo,0,,0.0
47,1,1,3,3,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
59,2,1,3,3,1,2,3,1,2,Jornalero o peón,6,3.0,9.0
23,3,1,1,1,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
21,5,1,2,3,1,2,6,1,2,Empleado,6,6.0,12.0
6,4,1,1,1,1,1,3,2,2,Estudiante,3,3.0,6.0
0,4,1,1,1,1,0, ,1,2,Busco Trabajo,0,,0.0
28,1,1,2,2,1,4,3,1,2,Empleado,15,3.0,18.0
24,2,1,2,3,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
7,3,1,1,1,1,2,1,1,2,Estudiante,6,1.0,7.0
1,3,1,1,1,1,0, ,1,2,Estudiante,0,,0.0
49,1,1,2,3,1,3,3,1,4,Empleado,12,3.0,15.0
49,2,1,2,3,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
28,3,1,1,1,1,4,3,1,4,Empleado,15,3.0,18.0
2,4,1,1,2,1,0, ,1,4,Estudiante,0,,0.0
49,1,1,2,3,1,3,3,1,4,Empleado,12,3.0,15.0
49,2,1,2,3,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
28,3,1,1,1,1,4,3,1,4,Empleado,15,3.0,18.0
2,4,1,1,2,1,0, ,1,4,Estudiante,0,,0.0
70,1,1,3,3,1,2,2,1,2,Jornalero o peón,6,2.0,8.0
39,3,1,3,1,1,2,6,1,2,Jornalero o peón,6,6.0,12.0
36,5,1,2,2,1,3,3,1,2,Obrero,12,3.0,15.0
19,4,1,1,1,1,3,3,1,2,Obrero,12,3.0,15.0
14,4,1,1,1,1,2,6,1,2,Busco Trabajo,6,6.0,12.0
15,4,1,1,1,1,3,3,1,2,Estudiante,12,3.0,15.0
7,4,1,1,1,1,1,3,2,2,Estudiante,3,3.0,6.0
70,1,1,3,3,1,2,2,1,2,Jornalero o peón,6,2.0,8.0
39,3,1,3,1,1,2,6,1,2,Jornalero o peón,6,6.0,12.0
36,5,1,2,2,1,3,3,1,2,Obrero,12,3.0,15.0
19,4,1,1,1,1,3,3,1,2,Obrero,12,3.0,15.0
14,4,1,1,1,1,2,6,1,2,Busco Trabajo,6,6.0,12.0
15,4,1,1,1,1,3,3,1,2,Estudiante,12,3.0,15.0
7,4,1,1,1,1,1,3,2,2,Estudiante,3,3.0,6.0
38,1,1,2,2,1,2,6,1,3,Obrero,6,6.0,12.0
38,2,1,2,2,1,3,3,1,3,Obrero,12,3.0,15.0
17,3,1,1,1,1,4,2,1,3,Estudiante,15,2.0,17.0
15,3,1,1,1,1,3,3,1,3,Estudiante,12,3.0,15.0
8,3,1,1,1,1,2,2,1,3,Estudiante,6,2.0,8.0
69,1,1,3,3,1,3,3,1,2,Trabajador sin pago,12,3.0,15.0
63,2,1,2,3,1,3,3,1,2,Trabajador sin pago,12,3.0,15.0
48,1,1,3,3,1,3,3,1,4,Empleado,12,3.0,15.0
47,2,1,2,2,1,2,5,1,4,Quehaceres del hogar,6,5.0,11.0
18,3,1,1,1,1,4,3,1,4,Empleado,15,3.0,18.0
51,1,1,3,3,1,2,2,1,3,Jornalero o peón,6,2.0,8.0
49,2,1,2,2,1,2,3,1,3,Quehaceres del hogar,6,3.0,9.0
19,3,1,1,1,1,4,3,1,3,Empleado,15,3.0,18.0
38,1,1,2,2,1,3,3,1,2,Obrero,12,3.0,15.0
28,2,1,2,2,1,4,1,1,2,Quehaceres del hogar,15,1.0,16.0
10,3,1,1,1,1,2,4,1,2,Quehaceres del hogar,6,4.0,10.0
7,3,1,1,1,1,2,1,2,2,Jornalero o peón,6,1.0,7.0
34,1,1,2,2,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
32,2,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
13,3,1,1,1,1,3,2,1,2,Estudiante,12,2.0,14.0
7,3,1,1,1,1,2,1,1,2,Estudiante,6,1.0,7.0
29,1,1,2,3,1,10,4,1,1,Empleado,18,4.0,22.0
20,8,1,2,3,1,10,2,1,1,Estudiante,18,2.0,20.0
7,3,1,1,2,1,2,1,1,1,Estudiante,6,1.0,7.0
49,1,1,2,3,1,4,3,1,3,Empleado,15,3.0,18.0
48,2,1,2,2,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
29,3,1,1,1,1,10,3,1,3,Empleado,18,3.0,21.0
27,3,1,1,1,1,10,3,1,3,Quehaceres del hogar,18,3.0,21.0
17,3,1,1,1,1,4,2,1,3,Estudiante,15,2.0,17.0
4,4,1,1,2,1,1,1,1,3,Incapacitado,3,1.0,4.0
56,1,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
26,3,1,1,2,1,4,3,1,3,Empleado,15,3.0,18.0
28,3,1,1,2,1,2,3,2,1,Obrero,6,3.0,9.0
25,3,1,1,2,1,2,3,2,1,Busco Trabajo,6,3.0,9.0
19,3,1,1,2,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
13,3,1,1,2,1,3,1,1,1,Estudiante,12,1.0,13.0
50,1,1,3,3,1,2,6,1,4,Empleado,6,6.0,12.0
38,8,1,3,3,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
21,3,1,1,2,1,4,3,1,4,Empleado,15,3.0,18.0
10,8,1,1,2,1,2,3,1,4,Estudiante,6,3.0,9.0
5,8,1,1,2,1,1,3,2,4,Estudiante,3,3.0,6.0
50,1,1,3,3,1,2,6,1,4,Empleado,6,6.0,12.0
38,8,1,3,3,1,3,3,1,4,Quehaceres del hogar,12,3.0,15.0
21,3,1,1,2,1,4,3,1,4,Empleado,15,3.0,18.0
10,8,1,1,2,1,2,3,1,4,Estudiante,6,3.0,9.0
5,8,1,1,2,1,1,3,2,4,Estudiante,3,3.0,6.0
33,1,1,2,2,1,4,3,1,2,Quehaceres del hogar,15,3.0,18.0
11,3,1,1,2,1,2,5,1,2,Estudiante,6,5.0,11.0
3,3,1,1,2,1,1,1,1,2,Estudiante,3,1.0,4.0
20,1,1,2,2,1,4,3,1,2,Empleado,15,3.0,18.0
24,2,1,2,2,1,4,3,1,2,Quehaceres del hogar,15,3.0,18.0
0,3,1,1,1,1,0, ,1,2,Estudiante,0,,0.0
32,1,1,2,3,1,4,3,1,3,Empleado,15,3.0,18.0
31,2,1,2,2,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
10,3,1,1,1,1,2,4,1,3,Estudiante,6,4.0,10.0
7,3,1,1,1,1,2,1,1,3,Estudiante,6,1.0,7.0
0,3,1,1,1,1,0, ,1,3,Estudiante,0,,0.0
34,1,1,2,2,1,10,5,1,2,Empleado,18,5.0,23.0
32,2,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
10,3,1,1,1,1,2,5,1,2,Estudiante,6,5.0,11.0
9,3,1,1,1,1,2,4,1,2,Estudiante,6,4.0,10.0
65,1,1,2,3,1,2,6,1,1,Jornalero o peón,6,6.0,12.0
59,2,1,3,3,1,2,6,1,1,Quehaceres del hogar,6,6.0,12.0
51,1,1,2,3,1,2,4,1,2,Quehaceres del hogar,6,4.0,10.0
24,3,1,1,2,1,4,3,1,2,Empleado,15,3.0,18.0
20,3,1,1,2,1,3,3,1,2,Empleado,12,3.0,15.0
51,1,1,2,3,1,2,4,1,2,Quehaceres del hogar,6,4.0,10.0
24,3,1,1,2,1,4,3,1,2,Empleado,15,3.0,18.0
20,3,1,1,2,1,3,3,1,2,Empleado,12,3.0,15.0
50,1,1,2,3,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
24,3,1,1,2,1,4,1,1,2,Empleado,15,1.0,16.0
1,4,1,1,2,1,0, ,1,2,Incapacitado,0,,0.0
50,1,1,2,3,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
24,3,1,1,2,1,4,1,1,2,Empleado,15,1.0,16.0
1,4,1,1,2,1,0, ,1,2,Incapacitado,0,,0.0
35,1,1,2,2,1,3,3,1,3,Empleado,12,3.0,15.0
32,2,1,1,3,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
68,5,1,3,3,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
11,3,1,1,1,1,2,6,1,3,Estudiante,6,6.0,12.0
6,3,1,1,1,1,2,1,1,3,Estudiante,6,1.0,7.0
35,1,1,2,2,1,3,3,1,3,Empleado,12,3.0,15.0
32,2,1,1,3,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
68,5,1,3,3,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
11,3,1,1,1,1,2,6,1,3,Estudiante,6,6.0,12.0
6,3,1,1,1,1,2,1,1,3,Estudiante,6,1.0,7.0
69,1,1,3,3,1,2,6,1,1,Incapacitado,6,6.0,12.0
64,2,1,3,3,1,0, ,2,1,Quehaceres del hogar,0,,0.0
55,1,1,3,2,1,2,2,1,3,Empleado,6,2.0,8.0
52,2,1,3,3,1,2,2,1,3,Empleado,6,2.0,8.0
28,3,1,1,1,1,3,3,1,3,Empleado,12,3.0,15.0
21,5,1,2,2,1,3,3,1,3,Empleado,12,3.0,15.0
20,3,1,1,1,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
2,4,1,1,1,1,1, ,1,3,Estudiante,3,,0.0
40,1,1,3,2,1,3,3,1,3,Jornalero o peón,12,3.0,15.0
42,2,2,2,2,1,3,3,1,3,Obrero,12,3.0,15.0
31,5,1,3,2,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
23,3,1,1,1,1,3,3,1,3,Jornalero o peón,12,3.0,15.0
2,4,1,1,1,1,1, ,1,3,Estudiante,3,,0.0
38,1,1,2,2,1,3,3,1,2,Empleado,12,3.0,15.0
39,2,2,2,2,1,3,3,1,2,Empleado,12,3.0,15.0
22,3,1,1,1,1,4,3,1,2,Empleado,15,3.0,18.0
12,3,1,1,1,1,2,6,1,2,Estudiante,6,6.0,12.0
59,1,1,3,3,1,2,5,1,1,Quehaceres del hogar,6,5.0,11.0
53,2,1,3,3,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
20,3,1,1,1,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
13,4,1,2,2,1,3,1,1,1,Estudiante,12,1.0,13.0
8,4,1,2,2,1,2,2,1,1,Quehaceres del hogar,6,2.0,8.0
59,1,1,3,3,1,2,5,1,1,Quehaceres del hogar,6,5.0,11.0
53,2,1,3,3,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
20,3,1,1,1,1,3,3,1,1,Jornalero o peón,12,3.0,15.0
13,4,1,2,2,1,3,1,1,1,Estudiante,12,1.0,13.0
8,4,1,2,2,1,2,2,1,1,Quehaceres del hogar,6,2.0,8.0
42,1,1,3,3,1,3,3,1,2,Empleado,12,3.0,15.0
44,2,1,3,2,1,2,4,1,2,Trabajador sin pago,6,4.0,10.0
16,3,1,1,1,1,3,3,1,2,Trabajador sin pago,12,3.0,15.0
10,3,1,1,1,1,2,4,1,2,Quehaceres del hogar,6,4.0,10.0
41,1,1,2,2,1,2,6,1,3,Trabajador por su cuenta,6,6.0,12.0
40,2,1,2,2,1,2,6,1,3,Quehaceres del hogar,6,6.0,12.0
23,3,1,1,1,1,3,3,1,3,Empleado,12,3.0,15.0
21,3,1,1,1,1,3,3,1,3,Empleado,12,3.0,15.0
20,3,1,1,1,1,3,3,1,3,Jornalero o peón,12,3.0,15.0
16,3,1,1,1,1,3,3,1,3,Jornalero o peón,12,3.0,15.0
18,3,1,1,1,1,3,3,1,3,Empleado,12,3.0,15.0
13,3,1,1,1,1,3,1,1,3,Estudiante,12,1.0,13.0
11,3,1,1,1,1,2,5,1,3,Estudiante,6,5.0,11.0
20,5,1,2,2,1,2,4,2,3,Quehaceres del hogar,6,4.0,10.0
2,4,1,1,1,1,1, ,1,3,Estudiante,3,,0.0
6,4,1,1,1,1,1,3,2,3,Quehaceres del hogar,3,3.0,6.0
44,1,1,2,2,1,3,3,1,1,Empleado,12,3.0,15.0
31,1,1,2,2,1,3,3,1,1,Trabajador por su cuenta,12,3.0,15.0
15,3,1,1,2,1,4,1,1,1,Estudiante,15,1.0,16.0
12,3,1,1,2,1,3,1,1,1,Estudiante,12,1.0,13.0
12,3,1,1,2,1,2,6,1,1,Estudiante,6,6.0,12.0
5,3,1,1,2,1,2,1,2,1,Jornalero o peón,6,1.0,7.0
58,1,1,3,3,1,2,6,1,1,Empleado,6,6.0,12.0
57,2,1,3,3,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
23,3,1,1,1,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
5,4,1,1,2,1,1,2,2,1,Incapacitado,3,2.0,5.0
58,1,1,3,3,1,2,6,1,1,Empleado,6,6.0,12.0
57,2,1,3,3,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
23,3,1,1,1,1,4,3,1,1,Quehaceres del hogar,15,3.0,18.0
5,4,1,1,2,1,1,2,2,1,Incapacitado,3,2.0,5.0
36,1,1,2,2,1,3,3,1,3,Trabajador por su cuenta,12,3.0,15.0
36,2,1,2,2,1,8,3,1,3,Trabajador sin pago,18,3.0,21.0
13,3,1,1,1,1,3,1,1,3,Estudiante,12,1.0,13.0
10,3,1,1,1,1,2,4,1,3,Estudiante,6,4.0,10.0
44,1,2,3,2,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
24,3,1,1,2,1,10,2,1,2,Estudiante,18,2.0,20.0
13,3,1,1,2,1,3,1,1,2,Estudiante,12,1.0,13.0
3,3,1,1,2,1,0, ,1,2,Estudiante,0,,0.0
47,1,1,2,3,1,2,6,1,2,Empleado,6,6.0,12.0
39,2,2,3,3,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
19,1,1,2,2,1,3,3,1,2,Obrero,12,3.0,15.0
20,2,1,1,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
49,7,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
1,3,1,1,1,1,0, ,1,2,Estudiante,0,,0.0
19,1,1,2,2,1,3,3,1,2,Obrero,12,3.0,15.0
20,2,1,1,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
49,7,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
1,3,1,1,1,1,0, ,1,2,Estudiante,0,,0.0
52,1,1,3,3,1,2,6,1,3,Obrero,6,6.0,12.0
53,2,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
38,1,1,2,2,1,3,3,1,1,Empleado,12,3.0,15.0
35,2,1,2,3,1,3,3,1,1,Empleado,12,3.0,15.0
15,3,1,1,1,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
11,3,1,1,1,1,2,6,1,1,Estudiante,6,6.0,12.0
0,4,1,1,2,1,0, ,1,1,Incapacitado,0,,0.0
28,1,1,2,3,1,3,3,1,1,Quehaceres del hogar,12,3.0,15.0
11,3,1,1,2,1,2,6,1,1,Estudiante,6,6.0,12.0
7,3,1,1,2,1,2,1,1,1,Estudiante,6,1.0,7.0
1,3,1,1,2,1,0, ,1,1,Estudiante,0,,0.0
50,1,1,2,2,1,2,6,2,3,Empleado,6,6.0,12.0
40,2,1,2,2,1,2,5,1,3,Quehaceres del hogar,6,5.0,11.0
21,3,1,1,1,1,3,3,1,3,Empleado,12,3.0,15.0
16,3,1,1,1,1,3,3,1,3,Empleado,12,3.0,15.0
5,3,1,1,1,1,2,1,2,3,Incapacitado,6,1.0,7.0
20,5,1,2,2,1,3,3,1,3,Empleado,12,3.0,15.0
16,5,1,2,2,1,3,3,1,3,Empleado,12,3.0,15.0
71,1,1,3,3,1,2,6,1,3,Otra situación,6,6.0,12.0
69,2,1,3,3,1,2,4,2,3,Quehaceres del hogar,6,4.0,10.0
40,5,1,2,2,1,2,6,1,3,Empleado,6,6.0,12.0
37,3,1,1,1,1,2,4,1,3,Jornalero o peón,6,4.0,10.0
20,4,1,1,1,1,2,6,1,3,Empleado,6,6.0,12.0
19,4,1,1,1,1,2,6,1,3,Jornalero o peón,6,6.0,12.0
14,4,1,1,1,1,2,6,1,3,Jornalero o peón,6,6.0,12.0
13,4,1,1,1,1,2,5,2,3,Quehaceres del hogar,6,5.0,11.0
71,1,1,3,3,1,2,6,1,3,Otra situación,6,6.0,12.0
69,2,1,3,3,1,2,4,2,3,Quehaceres del hogar,6,4.0,10.0
40,5,1,2,2,1,2,6,1,3,Empleado,6,6.0,12.0
37,3,1,1,1,1,2,4,1,3,Jornalero o peón,6,4.0,10.0
20,4,1,1,1,1,2,6,1,3,Empleado,6,6.0,12.0
19,4,1,1,1,1,2,6,1,3,Jornalero o peón,6,6.0,12.0
14,4,1,1,1,1,2,6,1,3,Jornalero o peón,6,6.0,12.0
13,4,1,1,1,1,2,5,2,3,Quehaceres del hogar,6,5.0,11.0
61,1,1,3,3,1,2,5,1,2,Trabajador por su cuenta,6,5.0,11.0
57,2,1,3,3,1,2,2,1,2,Empleado,6,2.0,8.0
23,3,1,1,1,1,4,2,1,2,Empleado,15,2.0,17.0
21,3,1,1,1,1,3,3,1,2,Empleado,12,3.0,15.0
15,3,1,1,1,1,3,3,1,2,Estudiante,12,3.0,15.0
61,1,1,3,3,1,2,5,1,2,Trabajador por su cuenta,6,5.0,11.0
57,2,1,3,3,1,2,2,1,2,Empleado,6,2.0,8.0
23,3,1,1,1,1,4,2,1,2,Empleado,15,2.0,17.0
21,3,1,1,1,1,3,3,1,2,Empleado,12,3.0,15.0
15,3,1,1,1,1,3,3,1,2,Estudiante,12,3.0,15.0
46,1,1,2,2,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
22,3,1,1,3,1,4,3,1,3,Empleado,15,3.0,18.0
19,3,1,1,3,1,4,3,1,3,Empleado,15,3.0,18.0
46,1,1,2,2,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
22,3,1,1,3,1,4,3,1,3,Empleado,15,3.0,18.0
19,3,1,1,3,1,4,3,1,3,Empleado,15,3.0,18.0
34,1,1,2,3,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
16,3,1,1,2,1,3,3,1,2,Jornalero o peón,12,3.0,15.0
8,3,1,1,2,1,2,3,1,2,Estudiante,6,3.0,9.0
6,3,1,1,2,1,1,3,1,2,Estudiante,3,3.0,6.0
79,1,1,3,3,1,2,4,1,2,Quehaceres del hogar,6,4.0,10.0
43,3,1,1,3,1,2,3,1,2,Trabajador por su cuenta,6,3.0,9.0
29,3,2,2,2,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
22,4,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
15,4,1,3,3,1,3,3,1,2,Jornalero o peón,12,3.0,15.0
3,8,1,1,2,1,0, ,1,2,Estudiante,0,,0.0
79,1,1,3,3,1,2,4,1,2,Quehaceres del hogar,6,4.0,10.0
43,3,1,1,3,1,2,3,1,2,Trabajador por su cuenta,6,3.0,9.0
29,3,2,2,2,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
22,4,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
15,4,1,3,3,1,3,3,1,2,Jornalero o peón,12,3.0,15.0
3,8,1,1,2,1,0, ,1,2,Estudiante,0,,0.0
33,1,1,2,2,1,3,3,1,2,Quehaceres del hogar,12,3.0,15.0
27,2,1,2,2,1,3,3,1,2,Trabajador por su cuenta,12,3.0,15.0
8,3,1,1,1,1,2,2,1,2,Estudiante,6,2.0,8.0
6,3,1,1,1,1,1,3,2,2,Jornalero o peón,3,3.0,6.0
46,1,1,3,3,1,2,6,1,2,Obrero,6,6.0,12.0
45,2,1,2,3,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
24,3,1,1,1,1,4,3,1,2,Empleado,15,3.0,18.0
19,3,1,1,1,1,4,3,1,3,Empleado,15,3.0,18.0
46,1,1,3,3,1,2,6,1,2,Obrero,6,6.0,12.0
45,2,1,2,3,1,3,3,1,3,Quehaceres del hogar,12,3.0,15.0
